slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
premier-padel-park,Premier Padel Park,2026-09-24,Thursday,4,True,78.0,78.0,97.5,50.0,11.0,50.0,11.0,20.0,0.5
new-padel-club,New Padel Club,2026-09-24,Thursday,2,True,69.2,72.0,90.0,26.0,8.0,25.0,7.0,10.0,1.0
buda-padel,BUDAPADEL,2026-09-24,Thursday,4,True,64.8,69.0,97.5,54.0,19.0,50.0,15.5,20.0,0.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-24,Thursday,4,True,56.5,56.5,70.0,46.0,20.0,46.0,20.0,20.0,6.0
top-padel-club-budapest,Top Padel Club ,2026-09-24,Thursday,7,True,56.0,56.0,78.6,87.5,38.5,87.5,38.5,35.0,7.5
padel-king-savoya,Padel King Savoya,2026-09-24,Thursday,6,True,52.0,52.0,88.3,75.0,36.0,75.0,36.0,30.0,3.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-24,Thursday,4,True,46.3,50.0,75.0,54.0,29.0,50.0,25.0,20.0,5.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-24,Thursday,4,True,41.3,41.3,77.5,46.0,27.0,46.0,27.0,20.0,4.5
budapest-padel,Budapest Padel,2026-09-24,Thursday,8,True,40.0,40.0,76.2,100.0,60.0,100.0,60.0,40.0,9.5
future-padel-fot,Future Padel Fót,2026-09-24,Thursday,1,True,40.0,40.0,40.0,12.5,7.5,12.5,7.5,5.0,3.0
duna-padel,DUNA PADEL,2026-09-24,Thursday,4,True,38.0,38.0,72.5,50.0,31.0,50.0,31.0,20.0,5.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-24,Thursday,4,True,38.0,38.0,47.5,46.0,28.5,46.0,28.5,20.0,10.5
padel-garden-budapest,Padel Garden Budapest,2026-09-24,Thursday,3,True,33.3,33.3,70.0,36.0,24.0,36.0,24.0,15.0,4.5
zenith-padel-club,Zenith Padel Club,2026-09-24,Thursday,3,True,30.7,30.7,50.0,37.5,26.0,37.5,26.0,15.0,7.5
grand-slam-padel,Grand Slam Padel,2026-09-24,Thursday,3,True,24.6,24.6,36.7,34.5,26.0,34.5,26.0,15.0,9.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-24,Thursday,1,True,8.0,8.0,0.0,12.5,11.5,12.5,11.5,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-24,Thursday,3,False,,,,40.5,0.0,37.5,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-24,Thursday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-25,Friday,4,True,64.8,64.8,72.5,64.0,22.5,64.0,22.5,20.0,5.5
top-padel-club-budapest,Top Padel Club ,2026-09-25,Friday,7,True,59.8,59.8,97.1,112.0,45.0,112.0,45.0,35.0,1.0
zenith-padel-club,Zenith Padel Club,2026-09-25,Friday,3,True,45.1,45.8,53.3,51.0,28.0,48.0,26.0,15.0,7.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-25,Friday,4,True,39.2,39.2,52.5,60.0,36.5,60.0,36.5,20.0,9.5
buda-padel,BUDAPADEL,2026-09-25,Friday,4,True,24.0,35.9,50.0,96.0,73.0,64.0,41.0,20.0,10.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-25,Friday,4,True,35.0,35.0,67.5,60.0,39.0,60.0,39.0,20.0,6.5
future-padel-fot,Future Padel Fót,2026-09-25,Friday,1,True,34.4,34.4,60.0,16.0,10.5,16.0,10.5,5.0,2.0
padel-garden-budapest,Padel Garden Budapest,2026-09-25,Friday,3,True,32.1,32.1,16.7,40.5,27.5,40.5,27.5,15.0,12.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-25,Friday,4,True,26.8,26.8,30.0,56.0,41.0,56.0,41.0,20.0,14.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-25,Friday,4,True,21.1,25.0,32.5,76.0,60.0,64.0,48.0,20.0,13.5
duna-padel,DUNA PADEL,2026-09-25,Friday,4,True,24.2,24.2,27.5,64.0,48.5,64.0,48.5,20.0,14.5
budapest-padel,Budapest Padel,2026-09-25,Friday,8,True,21.3,21.3,23.8,120.0,94.5,120.0,94.5,40.0,30.5
grand-slam-padel,Grand Slam Padel,2026-09-25,Friday,3,True,14.3,14.3,20.0,42.0,36.0,42.0,36.0,15.0,12.0
padel-king-savoya,Padel King Savoya,2026-09-25,Friday,6,True,13.5,13.5,0.0,96.0,83.0,96.0,83.0,30.0,30.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-25,Friday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
new-padel-club,New Padel Club,2026-09-25,Friday,2,True,2.1,3.1,0.0,47.0,46.0,32.0,31.0,10.0,10.0
padel-bros-budapest,Padel Bros Budapest,2026-09-25,Friday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-25,Friday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
top-padel-club-budapest,Top Padel Club ,2026-09-26,Saturday,7,True,85.7,85.7,100.0,98.0,14.0,98.0,14.0,35.0,0.0
padel-garden-budapest,Padel Garden Budapest,2026-09-26,Saturday,3,True,70.4,70.4,50.0,40.5,12.0,40.5,12.0,15.0,7.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-26,Saturday,4,True,66.1,66.1,60.0,56.0,19.0,56.0,19.0,20.0,8.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-26,Saturday,4,True,49.2,49.2,37.5,60.0,30.5,60.0,30.5,20.0,12.5
buda-padel,BUDAPADEL,2026-09-26,Saturday,4,True,32.3,48.4,35.0,96.0,65.0,64.0,33.0,20.0,13.0
premier-padel-park,Premier Padel Park,2026-09-26,Saturday,4,True,34.4,34.4,15.0,64.0,42.0,64.0,42.0,20.0,17.0
new-padel-club,New Padel Club,2026-09-26,Saturday,2,True,23.4,34.4,10.0,47.0,36.0,32.0,21.0,10.0,9.0
grand-slam-padel,Grand Slam Padel,2026-09-26,Saturday,3,True,26.2,26.2,0.0,42.0,31.0,42.0,31.0,15.0,15.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-26,Saturday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-26,Saturday,4,True,12.1,12.1,10.0,58.0,51.0,58.0,51.0,20.0,18.0
duna-padel,DUNA PADEL,2026-09-26,Saturday,4,True,10.9,10.9,17.5,64.0,57.0,64.0,57.0,20.0,16.5
zenith-padel-club,Zenith Padel Club,2026-09-26,Saturday,3,True,9.8,10.4,3.3,51.0,46.0,48.0,43.0,15.0,14.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-26,Saturday,4,True,7.2,8.6,7.5,76.0,70.5,64.0,58.5,20.0,18.5
future-padel-fot,Future Padel Fót,2026-09-26,Saturday,1,True,6.2,6.2,0.0,16.0,15.0,16.0,15.0,5.0,5.0
padel-king-savoya,Padel King Savoya,2026-09-26,Saturday,6,True,2.1,2.1,0.0,96.0,94.0,96.0,94.0,30.0,30.0
budapest-padel,Budapest Padel,2026-09-26,Saturday,8,True,1.7,1.7,0.0,120.0,118.0,120.0,118.0,40.0,40.0
padel-bros-budapest,Padel Bros Budapest,2026-09-26,Saturday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-26,Saturday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
duna-padel,DUNA PADEL,2026-09-27,Sunday,4,True,60.2,60.2,55.0,64.0,25.5,64.0,25.5,20.0,9.0
buda-padel,BUDAPADEL,2026-09-27,Sunday,4,True,30.7,46.1,15.0,96.0,66.5,64.0,34.5,20.0,17.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-27,Sunday,4,True,38.3,38.3,15.0,60.0,37.0,60.0,37.0,20.0,17.0
padel-king-savoya,Padel King Savoya,2026-09-27,Sunday,6,True,37.0,37.0,10.0,96.0,60.5,96.0,60.5,30.0,27.0
premier-padel-park,Premier Padel Park,2026-09-27,Sunday,4,True,27.3,27.3,5.0,64.0,46.5,64.0,46.5,20.0,19.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-27,Sunday,4,True,25.9,25.9,27.5,56.0,41.5,56.0,41.5,20.0,14.5
budapest-padel,Budapest Padel,2026-09-27,Sunday,8,True,25.4,25.4,32.5,120.0,89.5,120.0,89.5,40.0,27.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-27,Sunday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
zenith-padel-club,Zenith Padel Club,2026-09-27,Sunday,3,True,18.6,19.8,6.7,51.0,41.5,48.0,38.5,15.0,14.0
top-padel-club-budapest,Top Padel Club ,2026-09-27,Sunday,7,True,12.8,12.8,30.0,98.0,85.5,98.0,85.5,35.0,24.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-27,Sunday,4,True,11.2,11.2,15.0,58.0,51.5,58.0,51.5,20.0,17.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-27,Sunday,4,True,8.6,10.2,17.5,76.0,69.5,64.0,57.5,20.0,16.5
padel-garden-budapest,Padel Garden Budapest,2026-09-27,Sunday,3,True,6.2,6.2,0.0,40.5,38.0,40.5,38.0,15.0,15.0
future-padel-fot,Future Padel Fót,2026-09-27,Sunday,1,True,6.2,6.2,0.0,16.0,15.0,16.0,15.0,5.0,5.0
