slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
padel-garden-budapest,Padel Garden Budapest,2026-09-20,Sunday,3,True,77.8,77.8,83.3,13.5,3.0,13.5,3.0,12.0,2.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-20,Sunday,4,True,75.0,75.0,75.0,16.0,4.0,16.0,4.0,16.0,4.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-20,Sunday,1,True,70.0,70.0,62.5,5.0,1.5,5.0,1.5,4.0,1.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-20,Sunday,4,True,62.5,62.5,62.5,16.0,6.0,16.0,6.0,16.0,6.0
premier-padel-park,Premier Padel Park,2026-09-20,Sunday,4,True,60.0,60.0,75.0,20.0,8.0,20.0,8.0,16.0,4.0
top-padel-club-budapest,Top Padel Club ,2026-09-20,Sunday,7,True,50.0,50.0,50.0,28.0,14.0,28.0,14.0,28.0,14.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-20,Sunday,4,True,43.8,43.8,43.8,16.0,9.0,16.0,9.0,16.0,9.0
grand-slam-padel,Grand Slam Padel,2026-09-20,Sunday,3,True,38.9,38.9,38.9,9.0,5.5,9.0,5.5,9.0,5.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-20,Sunday,4,True,25.0,30.0,37.5,24.0,18.0,20.0,14.0,16.0,10.0
budapest-padel,Budapest Padel,2026-09-20,Sunday,8,True,27.5,27.5,34.4,40.0,29.0,40.0,29.0,32.0,21.0
zenith-padel-club,Zenith Padel Club,2026-09-20,Sunday,3,True,26.7,26.7,33.3,15.0,11.0,15.0,11.0,12.0,8.0
padel-king-savoya,Padel King Savoya,2026-09-20,Sunday,6,True,20.0,20.0,25.0,30.0,24.0,30.0,24.0,24.0,18.0
new-padel-club,New Padel Club,2026-09-20,Sunday,2,True,18.2,20.0,25.0,11.0,9.0,10.0,8.0,8.0,6.0
future-padel-fot,Future Padel Fót,2026-09-20,Sunday,1,True,20.0,20.0,0.0,5.0,4.0,5.0,4.0,4.0,4.0
duna-padel,DUNA PADEL,2026-09-20,Sunday,4,True,15.0,15.0,18.8,20.0,17.0,20.0,17.0,16.0,13.0
padel-bros-budapest,Padel Bros Budapest,2026-09-20,Sunday,3,True,0.0,0.0,0.0,18.0,18.0,15.0,15.0,12.0,12.0
musketas-padel,Musketas Padel ,2026-09-20,Sunday,2,False,,,,12.0,0.0,10.0,0.0,8.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-21,Monday,3,True,100.0,100.0,100.0,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-21,Monday,4,True,70.3,70.3,97.5,64.0,19.0,64.0,19.0,20.0,0.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-21,Monday,4,True,40.0,40.0,95.0,60.0,36.0,60.0,36.0,20.0,1.0
padel-garden-budapest,Padel Garden Budapest,2026-09-21,Monday,3,True,38.3,38.3,60.0,40.5,25.0,40.5,25.0,15.0,6.0
budapest-padel,Budapest Padel,2026-09-21,Monday,8,True,36.3,36.3,73.8,120.0,76.5,120.0,76.5,40.0,10.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-21,Monday,4,True,35.8,35.8,60.0,60.0,38.5,60.0,38.5,20.0,8.0
top-padel-club-budapest,Top Padel Club ,2026-09-21,Monday,7,True,34.8,34.8,65.7,112.0,73.0,112.0,73.0,35.0,12.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-21,Monday,4,True,33.0,33.0,60.0,56.0,37.5,56.0,37.5,20.0,8.0
zenith-padel-club,Zenith Padel Club,2026-09-21,Monday,3,True,30.4,32.3,63.3,51.0,35.5,48.0,32.5,15.0,5.5
