slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-02,Wednesday,4,True,100.0,100.0,100.0,16.0,0.0,16.0,0.0,16.0,0.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-02,Wednesday,4,True,100.0,100.0,100.0,16.0,0.0,16.0,0.0,16.0,0.0
grand-slam-padel,Grand Slam Padel,2026-09-02,Wednesday,3,True,100.0,100.0,100.0,10.5,0.0,10.5,0.0,10.5,0.0
premier-padel-park,Premier Padel Park,2026-09-02,Wednesday,4,True,94.4,94.4,100.0,18.0,1.0,18.0,1.0,14.0,0.0
padel-garden-budapest,Padel Garden Budapest,2026-09-02,Wednesday,3,True,91.7,91.7,95.2,12.0,1.0,12.0,1.0,10.5,0.5
duna-padel,DUNA PADEL,2026-09-02,Wednesday,4,True,90.0,90.0,100.0,20.0,2.0,20.0,2.0,16.0,0.0
zenith-padel-club,Zenith Padel Club,2026-09-02,Wednesday,3,True,81.5,81.5,95.2,13.5,2.5,13.5,2.5,10.5,0.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-02,Wednesday,4,True,65.9,80.6,82.1,22.0,7.5,18.0,3.5,14.0,2.5
future-padel-fot,Future Padel Fót,2026-09-02,Wednesday,1,True,77.8,77.8,71.4,4.5,1.0,4.5,1.0,3.5,1.0
new-padel-club,New Padel Club,2026-09-02,Wednesday,2,True,70.0,77.8,92.9,10.0,3.0,9.0,2.0,7.0,0.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-02,Wednesday,1,True,66.7,66.7,57.1,4.5,1.5,4.5,1.5,3.5,1.5
musketas-padel,Musketas Padel ,2026-09-02,Wednesday,2,False,,,,11.0,0.0,9.0,0.0,7.0,0.0
premier-padel-park,Premier Padel Park,2026-09-03,Thursday,4,True,85.2,85.2,95.0,64.0,9.5,64.0,9.5,20.0,1.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-03,Thursday,4,True,43.3,43.3,80.0,60.0,34.0,60.0,34.0,20.0,4.0
padel-garden-budapest,Padel Garden Budapest,2026-09-03,Thursday,3,True,42.0,42.0,70.0,40.5,23.5,40.5,23.5,15.0,4.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-03,Thursday,4,True,40.0,40.0,60.0,60.0,36.0,60.0,36.0,20.0,8.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-03,Thursday,4,True,32.9,39.1,65.0,76.0,51.0,64.0,39.0,20.0,7.0
future-padel-fot,Future Padel Fót,2026-09-03,Thursday,1,True,31.2,31.2,80.0,16.0,11.0,16.0,11.0,5.0,1.0
zenith-padel-club,Zenith Padel Club,2026-09-03,Thursday,3,True,19.6,20.8,40.0,51.0,41.0,48.0,38.0,15.0,9.0
new-padel-club,New Padel Club,2026-09-03,Thursday,2,True,12.8,18.8,50.0,47.0,41.0,32.0,26.0,10.0,5.0
grand-slam-padel,Grand Slam Padel,2026-09-03,Thursday,3,True,14.3,14.3,13.3,42.0,36.0,42.0,36.0,15.0,13.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-03,Thursday,1,True,17.6,12.5,0.0,17.0,14.0,16.0,14.0,5.0,5.0
musketas-padel,Musketas Padel ,2026-09-03,Thursday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-04,Friday,4,True,71.1,71.1,85.0,64.0,18.5,64.0,18.5,20.0,3.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-04,Friday,4,True,37.5,37.5,35.0,60.0,37.5,60.0,37.5,20.0,13.0
future-padel-fot,Future Padel Fót,2026-09-04,Friday,1,True,31.2,31.2,60.0,16.0,11.0,16.0,11.0,5.0,2.0
new-padel-club,New Padel Club,2026-09-04,Friday,2,True,20.2,29.7,55.0,47.0,37.5,32.0,22.5,10.0,4.5
buda-padel,BUDAPADEL,2026-09-04,Friday,4,True,18.8,28.1,57.5,96.0,78.0,64.0,46.0,20.0,8.5
