slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
panorama-padel-budapest,Panorama Padel Budapest,2026-09-11,Friday,1,True,100.0,100.0,100.0,5.0,0.0,5.0,0.0,4.0,0.0
grand-slam-padel,Grand Slam Padel,2026-09-11,Friday,3,True,87.5,87.5,87.5,12.0,1.5,12.0,1.5,12.0,1.5
duna-padel,DUNA PADEL,2026-09-11,Friday,4,True,80.0,80.0,93.8,20.0,4.0,20.0,4.0,16.0,1.0
premier-padel-park,Premier Padel Park,2026-09-11,Friday,4,True,77.5,77.5,90.6,20.0,4.5,20.0,4.5,16.0,1.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-11,Friday,4,True,62.5,62.5,62.5,16.0,6.0,16.0,6.0,16.0,6.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-11,Friday,4,True,39.6,47.5,59.4,24.0,14.5,20.0,10.5,16.0,6.5
future-padel-fot,Future Padel Fót,2026-09-11,Friday,1,True,40.0,40.0,25.0,5.0,3.0,5.0,3.0,4.0,3.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-11,Friday,4,True,37.5,37.5,37.5,16.0,10.0,16.0,10.0,16.0,10.0
zenith-padel-club,Zenith Padel Club,2026-09-11,Friday,3,True,26.7,26.7,33.3,15.0,11.0,15.0,11.0,12.0,8.0
new-padel-club,New Padel Club,2026-09-11,Friday,2,True,22.7,25.0,31.2,11.0,8.5,10.0,7.5,8.0,5.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-11,Friday,4,True,9.4,9.4,9.4,16.0,14.5,16.0,14.5,16.0,14.5
padel-bros-budapest,Padel Bros Budapest,2026-09-11,Friday,3,False,,,,18.0,0.0,15.0,0.0,12.0,0.0
musketas-padel,Musketas Padel ,2026-09-11,Friday,2,False,,,,12.0,0.0,10.0,0.0,8.0,0.0
padel-garden-budapest,Padel Garden Budapest,2026-09-11,Friday,3,True,0.0,0.0,0.0,13.5,13.5,13.5,13.5,12.0,12.0
premier-padel-park,Premier Padel Park,2026-09-12,Saturday,4,True,52.3,52.3,27.5,64.0,30.5,64.0,30.5,20.0,14.5
future-padel-fot,Future Padel Fót,2026-09-12,Saturday,1,True,43.8,43.8,0.0,16.0,9.0,16.0,9.0,5.0,5.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-12,Saturday,4,True,41.7,41.7,2.5,60.0,35.0,60.0,35.0,20.0,19.5
duna-padel,DUNA PADEL,2026-09-12,Saturday,4,True,41.4,41.4,57.5,64.0,37.5,64.0,37.5,20.0,8.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-12,Saturday,4,True,37.5,37.5,0.0,56.0,35.0,56.0,35.0,20.0,20.0
new-padel-club,New Padel Club,2026-09-12,Saturday,2,True,25.5,37.5,35.0,47.0,35.0,32.0,20.0,10.0,6.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-12,Saturday,4,True,33.6,33.6,2.5,58.0,38.5,58.0,38.5,20.0,19.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-12,Saturday,4,True,26.3,29.7,20.0,76.0,56.0,64.0,45.0,20.0,16.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-12,Saturday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
zenith-padel-club,Zenith Padel Club,2026-09-12,Saturday,3,True,22.5,24.0,3.3,51.0,39.5,48.0,36.5,15.0,14.5
padel-garden-budapest,Padel Garden Budapest,2026-09-12,Saturday,3,True,17.3,17.3,0.0,40.5,33.5,40.5,33.5,15.0,15.0
grand-slam-padel,Grand Slam Padel,2026-09-12,Saturday,3,True,8.3,8.3,0.0,42.0,38.5,42.0,38.5,15.0,15.0
padel-bros-budapest,Padel Bros Budapest,2026-09-12,Saturday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-12,Saturday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
grand-slam-padel,Grand Slam Padel,2026-09-13,Sunday,3,True,53.8,53.8,70.8,39.0,18.0,39.0,18.0,12.0,3.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-13,Sunday,4,True,36.7,36.7,20.0,60.0,38.0,60.0,38.0,20.0,16.0
premier-padel-park,Premier Padel Park,2026-09-13,Sunday,4,True,34.4,34.4,37.5,64.0,42.0,64.0,42.0,20.0,12.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-13,Sunday,4,True,25.9,25.9,37.5,56.0,41.5,56.0,41.5,20.0,12.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-13,Sunday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
future-padel-fot,Future Padel Fót,2026-09-13,Sunday,1,True,21.9,21.9,0.0,16.0,12.5,16.0,12.5,5.0,5.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-13,Sunday,4,True,21.6,21.6,35.0,58.0,45.5,58.0,45.5,20.0,13.0
zenith-padel-club,Zenith Padel Club,2026-09-13,Sunday,3,True,18.6,19.8,13.3,51.0,41.5,48.0,38.5,15.0,13.0
padel-garden-budapest,Padel Garden Budapest,2026-09-13,Sunday,3,True,11.1,11.1,6.7,40.5,36.0,40.5,36.0,15.0,14.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-13,Sunday,4,True,7.2,8.6,0.0,76.0,70.5,64.0,58.5,20.0,20.0
new-padel-club,New Padel Club,2026-09-13,Sunday,2,True,5.3,7.8,0.0,47.0,44.5,32.0,29.5,10.0,10.0
duna-padel,DUNA PADEL,2026-09-13,Sunday,4,True,3.1,3.1,0.0,64.0,62.0,64.0,62.0,20.0,20.0
padel-bros-budapest,Padel Bros Budapest,2026-09-13,Sunday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
