slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
top-padel-club-budapest,Top Padel Club ,2026-09-26,Saturday,7,True,100.0,100.0,100.0,28.0,0.0,28.0,0.0,28.0,0.0
padel-verzum,Padel Verzum,2026-09-26,Saturday,4,True,100.0,100.0,100.0,22.0,0.0,20.0,0.0,16.0,0.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-26,Saturday,4,True,58.3,70.0,78.1,24.0,10.0,20.0,6.0,16.0,3.5
future-padel-fot,Future Padel Fót,2026-09-26,Saturday,1,True,70.0,70.0,62.5,5.0,1.5,5.0,1.5,4.0,1.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-26,Saturday,4,True,62.5,62.5,62.5,16.0,6.0,16.0,6.0,16.0,6.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-26,Saturday,1,True,60.0,60.0,50.0,5.0,2.0,5.0,2.0,4.0,2.0
buda-padel,BUDAPADEL,2026-09-26,Saturday,4,True,41.7,50.0,62.5,24.0,14.0,20.0,10.0,16.0,6.0
duna-padel,DUNA PADEL,2026-09-26,Saturday,4,True,50.0,50.0,62.5,20.0,10.0,20.0,10.0,16.0,6.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-26,Saturday,4,True,43.8,43.8,43.8,16.0,9.0,16.0,9.0,16.0,9.0
premier-padel-park,Premier Padel Park,2026-09-26,Saturday,4,True,42.5,42.5,53.1,20.0,11.5,20.0,11.5,16.0,7.5
padel-garden-budapest,Padel Garden Budapest,2026-09-26,Saturday,3,True,40.7,40.7,45.8,13.5,8.0,13.5,8.0,12.0,6.5
grand-slam-padel,Grand Slam Padel,2026-09-26,Saturday,3,True,37.5,37.5,37.5,12.0,7.5,12.0,7.5,12.0,7.5
zenith-padel-club,Zenith Padel Club,2026-09-26,Saturday,3,True,30.0,30.0,37.5,15.0,10.5,15.0,10.5,12.0,7.5
new-padel-club,New Padel Club,2026-09-26,Saturday,2,True,27.3,30.0,37.5,11.0,8.0,10.0,7.0,8.0,5.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-26,Saturday,4,True,28.1,28.1,28.1,16.0,11.5,16.0,11.5,16.0,11.5
budapest-padel,Budapest Padel,2026-09-26,Saturday,8,True,16.2,16.2,20.3,40.0,33.5,40.0,33.5,32.0,25.5
padel-king-savoya,Padel King Savoya,2026-09-26,Saturday,6,True,5.0,5.0,6.2,30.0,28.5,30.0,28.5,24.0,22.5
padel-bros-budapest,Padel Bros Budapest,2026-09-26,Saturday,3,False,,,,18.0,0.0,15.0,0.0,12.0,0.0
musketas-padel,Musketas Padel ,2026-09-26,Saturday,2,False,,,,12.0,0.0,10.0,0.0,8.0,0.0
padel-verzum,Padel Verzum,2026-09-27,Sunday,4,True,100.0,100.0,100.0,94.0,0.0,64.0,0.0,20.0,0.0
duna-padel,DUNA PADEL,2026-09-27,Sunday,4,True,71.1,71.1,65.0,64.0,18.5,64.0,18.5,20.0,7.0
premier-padel-park,Premier Padel Park,2026-09-27,Sunday,4,True,57.8,57.8,42.5,64.0,27.0,64.0,27.0,20.0,11.5
buda-padel,BUDAPADEL,2026-09-27,Sunday,4,True,32.3,48.4,42.5,96.0,65.0,64.0,33.0,20.0,11.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-27,Sunday,4,True,44.2,44.2,27.5,60.0,33.5,60.0,33.5,20.0,14.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-27,Sunday,4,True,42.9,42.9,57.5,56.0,32.0,56.0,32.0,20.0,8.5
padel-king-savoya,Padel King Savoya,2026-09-27,Sunday,6,True,38.0,38.0,10.0,96.0,59.5,96.0,59.5,30.0,27.0
zenith-padel-club,Zenith Padel Club,2026-09-27,Sunday,3,True,33.3,35.4,36.7,51.0,34.0,48.0,31.0,15.0,9.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-27,Sunday,4,True,34.5,34.5,50.0,58.0,38.0,58.0,38.0,20.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-27,Sunday,1,True,35.3,31.2,60.0,17.0,11.0,16.0,11.0,5.0,2.0
top-padel-club-budapest,Top Padel Club ,2026-09-27,Sunday,7,True,25.5,25.5,32.9,98.0,73.0,98.0,73.0,35.0,23.5
new-padel-club,New Padel Club,2026-09-27,Sunday,2,True,14.9,21.9,30.0,47.0,40.0,32.0,25.0,10.0,7.0
grand-slam-padel,Grand Slam Padel,2026-09-27,Sunday,3,True,21.8,21.8,20.8,39.0,30.5,39.0,30.5,12.0,9.5
budapest-padel,Budapest Padel,2026-09-27,Sunday,8,True,20.0,20.0,22.5,120.0,96.0,120.0,96.0,40.0,31.0
padel-garden-budapest,Padel Garden Budapest,2026-09-27,Sunday,3,True,19.8,19.8,6.7,40.5,32.5,40.5,32.5,15.0,14.0
future-padel-fot,Future Padel Fót,2026-09-27,Sunday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-27,Sunday,4,True,10.5,12.5,22.5,76.0,68.0,64.0,56.0,20.0,15.5
padel-bros-budapest,Padel Bros Budapest,2026-09-27,Sunday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
