slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-20,Sunday,4,True,88.6,88.6,75.0,44.0,5.0,44.0,5.0,20.0,5.0
buda-padel,BUDAPADEL,2026-09-20,Sunday,4,True,73.1,79.2,80.0,52.0,14.0,48.0,10.0,20.0,4.0
premier-padel-park,Premier Padel Park,2026-09-20,Sunday,4,True,66.7,66.7,72.5,48.0,16.0,48.0,16.0,20.0,5.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-20,Sunday,4,True,51.1,51.1,42.5,44.0,21.5,44.0,21.5,20.0,11.5
padel-garden-budapest,Padel Garden Budapest,2026-09-20,Sunday,3,True,50.7,50.7,63.3,34.5,17.0,34.5,17.0,15.0,5.5
future-padel-fot,Future Padel Fót,2026-09-20,Sunday,1,True,50.0,50.0,0.0,12.0,6.0,12.0,6.0,5.0,5.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-20,Sunday,4,True,47.7,47.7,45.0,44.0,23.0,44.0,23.0,20.0,11.0
top-padel-club-budapest,Top Padel Club ,2026-09-20,Sunday,7,True,43.5,43.5,44.3,77.0,43.5,77.0,43.5,35.0,19.5
budapest-padel,Budapest Padel,2026-09-20,Sunday,8,True,42.2,42.2,22.5,96.0,55.5,96.0,55.5,40.0,31.0
zenith-padel-club,Zenith Padel Club,2026-09-20,Sunday,3,True,34.7,34.7,20.0,36.0,23.5,36.0,23.5,15.0,12.0
duna-padel,DUNA PADEL,2026-09-20,Sunday,4,True,31.2,31.2,10.0,48.0,33.0,48.0,33.0,20.0,18.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-20,Sunday,4,True,28.8,31.2,35.0,52.0,37.0,48.0,33.0,20.0,13.0
padel-king-savoya,Padel King Savoya,2026-09-20,Sunday,6,True,25.0,25.0,16.7,72.0,54.0,72.0,54.0,30.0,25.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-20,Sunday,1,True,25.0,25.0,40.0,12.0,9.0,12.0,9.0,5.0,3.0
grand-slam-padel,Grand Slam Padel,2026-09-20,Sunday,3,True,21.7,21.7,8.3,30.0,23.5,30.0,23.5,12.0,11.0
new-padel-club,New Padel Club,2026-09-20,Sunday,2,True,12.0,12.5,20.0,25.0,22.0,24.0,21.0,10.0,8.0
padel-bros-budapest,Padel Bros Budapest,2026-09-20,Sunday,3,True,0.0,0.0,0.0,39.0,39.0,36.0,36.0,15.0,15.0
musketas-padel,Musketas Padel ,2026-09-20,Sunday,2,False,,,,26.0,0.0,24.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-21,Monday,3,True,100.0,100.0,100.0,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-21,Monday,4,True,71.9,71.9,97.5,64.0,18.0,64.0,18.0,20.0,0.5
padel-garden-budapest,Padel Garden Budapest,2026-09-21,Monday,3,True,42.0,42.0,70.0,40.5,23.5,40.5,23.5,15.0,4.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-21,Monday,4,True,40.0,40.0,95.0,60.0,36.0,60.0,36.0,20.0,1.0
buda-padel,BUDAPADEL,2026-09-21,Monday,4,True,26.6,39.8,87.5,96.0,70.5,64.0,38.5,20.0,2.5
budapest-padel,Budapest Padel,2026-09-21,Monday,8,True,37.5,37.5,78.8,120.0,75.0,120.0,75.0,40.0,8.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-21,Monday,4,True,35.8,35.8,60.0,60.0,38.5,60.0,38.5,20.0,8.0
top-padel-club-budapest,Top Padel Club ,2026-09-21,Monday,7,True,32.1,32.1,61.4,112.0,76.0,112.0,76.0,35.0,13.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-21,Monday,4,True,31.2,31.2,60.0,56.0,38.5,56.0,38.5,20.0,8.0
zenith-padel-club,Zenith Padel Club,2026-09-21,Monday,3,True,25.5,27.1,46.7,51.0,38.0,48.0,35.0,15.0,8.0
