slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
new-padel-club,New Padel Club,2026-09-09,Wednesday,2,True,50.0,60.0,83.3,6.0,3.0,5.0,2.0,3.0,0.5
zenith-padel-club,Zenith Padel Club,2026-09-09,Wednesday,3,True,60.0,60.0,100.0,7.5,3.0,7.5,3.0,4.5,0.0
future-padel-fot,Future Padel Fót,2026-09-09,Wednesday,1,True,60.0,60.0,33.3,2.5,1.0,2.5,1.0,1.5,1.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-09,Wednesday,1,True,40.0,40.0,0.0,2.5,1.5,2.5,1.5,1.5,1.5
musketas-padel,Musketas Padel ,2026-09-09,Wednesday,2,False,,,,7.0,0.0,5.0,0.0,3.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-09,Wednesday,3,False,,,,10.5,0.0,7.5,0.0,4.5,0.0
zenith-padel-club,Zenith Padel Club,2026-09-10,Thursday,3,True,30.4,32.3,70.0,51.0,35.5,48.0,32.5,15.0,4.5
new-padel-club,New Padel Club,2026-09-10,Thursday,2,True,16.0,23.4,55.0,47.0,39.5,32.0,24.5,10.0,4.5
future-padel-fot,Future Padel Fót,2026-09-10,Thursday,1,True,6.2,6.2,0.0,16.0,15.0,16.0,15.0,5.0,5.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-10,Thursday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
musketas-padel,Musketas Padel ,2026-09-10,Thursday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-10,Thursday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-11,Friday,1,True,41.2,37.5,100.0,17.0,10.0,16.0,10.0,5.0,0.0
future-padel-fot,Future Padel Fót,2026-09-11,Friday,1,True,18.8,18.8,20.0,16.0,13.0,16.0,13.0,5.0,4.0
zenith-padel-club,Zenith Padel Club,2026-09-11,Friday,3,True,14.7,15.6,0.0,51.0,43.5,48.0,40.5,15.0,15.0
new-padel-club,New Padel Club,2026-09-11,Friday,2,True,4.3,6.2,20.0,47.0,45.0,32.0,30.0,10.0,8.0
musketas-padel,Musketas Padel ,2026-09-11,Friday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-11,Friday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
future-padel-fot,Future Padel Fót,2026-09-12,Saturday,1,True,43.8,43.8,0.0,16.0,9.0,16.0,9.0,5.0,5.0
new-padel-club,New Padel Club,2026-09-12,Saturday,2,True,17.0,25.0,20.0,47.0,39.0,32.0,24.0,10.0,8.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-12,Saturday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
zenith-padel-club,Zenith Padel Club,2026-09-12,Saturday,3,True,3.9,4.2,0.0,51.0,49.0,48.0,46.0,15.0,15.0
musketas-padel,Musketas Padel ,2026-09-12,Saturday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-12,Saturday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-13,Sunday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
future-padel-fot,Future Padel Fót,2026-09-13,Sunday,1,True,12.5,12.5,0.0,16.0,14.0,16.0,14.0,5.0,5.0
new-padel-club,New Padel Club,2026-09-13,Sunday,2,True,2.1,3.1,0.0,47.0,46.0,32.0,31.0,10.0,10.0
zenith-padel-club,Zenith Padel Club,2026-09-13,Sunday,3,True,2.9,3.1,0.0,51.0,49.5,48.0,46.5,15.0,15.0
musketas-padel,Musketas Padel ,2026-09-13,Sunday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-13,Sunday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
future-padel-fot,Future Padel Fót,2026-09-14,Monday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
new-padel-club,New Padel Club,2026-09-14,Monday,2,True,11.7,17.2,15.0,47.0,41.5,32.0,26.5,10.0,8.5
zenith-padel-club,Zenith Padel Club,2026-09-14,Monday,3,True,6.9,7.3,10.0,51.0,47.5,48.0,44.5,15.0,13.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-14,Monday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
musketas-padel,Musketas Padel ,2026-09-14,Monday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-14,Monday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-15,Tuesday,4,True,49.1,49.1,50.0,56.0,28.5,56.0,28.5,20.0,10.0
new-padel-club,New Padel Club,2026-09-15,Tuesday,2,True,25.5,37.5,70.0,47.0,35.0,32.0,20.0,10.0,3.0
padel-garden-budapest,Padel Garden Budapest,2026-09-15,Tuesday,3,True,25.9,25.9,70.0,40.5,30.0,40.5,30.0,15.0,4.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-15,Tuesday,4,True,14.5,17.2,25.0,76.0,65.0,64.0,53.0,20.0,15.0
grand-slam-padel,Grand Slam Padel,2026-09-15,Tuesday,3,True,13.1,13.1,20.0,42.0,36.5,42.0,36.5,15.0,12.0
