slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
premier-padel-park,Premier Padel Park,2026-09-07,Monday,4,True,80.0,80.0,100.0,50.0,10.0,50.0,10.0,20.0,0.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-07,Monday,4,True,53.3,53.3,90.0,46.0,21.5,46.0,21.5,20.0,2.0
buda-padel,BUDAPADEL,2026-09-07,Monday,4,True,46.3,50.0,90.0,54.0,29.0,50.0,25.0,20.0,2.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-07,Monday,4,True,42.4,42.4,55.0,46.0,26.5,46.0,26.5,20.0,9.0
budapest-padel,Budapest Padel,2026-09-07,Monday,8,True,39.0,39.0,81.2,100.0,61.0,100.0,61.0,40.0,7.5
padel-garden-budapest,Padel Garden Budapest,2026-09-07,Monday,3,True,38.9,38.9,56.7,36.0,22.0,36.0,22.0,15.0,6.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-07,Monday,4,True,29.6,32.0,57.5,54.0,38.0,50.0,34.0,20.0,8.5
zenith-padel-club,Zenith Padel Club,2026-09-07,Monday,3,True,30.7,30.7,40.0,37.5,26.0,37.5,26.0,15.0,9.0
new-padel-club,New Padel Club,2026-09-07,Monday,2,True,28.8,30.0,55.0,26.0,18.5,25.0,17.5,10.0,4.5
padel-king-savoya,Padel King Savoya,2026-09-07,Monday,6,True,26.0,26.0,40.0,75.0,55.5,75.0,55.5,30.0,18.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-07,Monday,4,True,25.0,25.0,37.5,46.0,34.5,46.0,34.5,20.0,12.5
duna-padel,DUNA PADEL,2026-09-07,Monday,4,True,20.0,20.0,20.0,50.0,40.0,50.0,40.0,20.0,16.0
future-padel-fot,Future Padel Fót,2026-09-07,Monday,1,True,16.0,16.0,20.0,12.5,10.5,12.5,10.5,5.0,4.0
grand-slam-padel,Grand Slam Padel,2026-09-07,Monday,3,True,11.6,11.6,26.7,34.5,30.5,34.5,30.5,15.0,11.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-07,Monday,1,True,8.0,8.0,0.0,12.5,11.5,12.5,11.5,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-07,Monday,7,False,,,,87.5,0.0,87.5,0.0,35.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-07,Monday,3,False,,,,40.5,0.0,37.5,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-07,Monday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-08,Tuesday,4,True,78.9,78.9,92.5,64.0,13.5,64.0,13.5,20.0,1.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-08,Tuesday,4,True,36.8,43.8,70.0,76.0,48.0,64.0,36.0,20.0,6.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-08,Tuesday,4,True,42.5,42.5,95.0,60.0,34.5,60.0,34.5,20.0,1.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-08,Tuesday,4,True,36.6,36.6,50.0,56.0,35.5,56.0,35.5,20.0,10.0
budapest-padel,Budapest Padel,2026-09-08,Tuesday,8,True,32.1,32.1,75.0,120.0,81.5,120.0,81.5,40.0,10.0
buda-padel,BUDAPADEL,2026-09-08,Tuesday,4,True,21.4,32.0,77.5,96.0,75.5,64.0,43.5,20.0,4.5
padel-king-savoya,Padel King Savoya,2026-09-08,Tuesday,6,True,30.7,30.7,63.3,96.0,66.5,96.0,66.5,30.0,11.0
padel-garden-budapest,Padel Garden Budapest,2026-09-08,Tuesday,3,True,28.4,28.4,60.0,40.5,29.0,40.5,29.0,15.0,6.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-08,Tuesday,4,True,28.3,28.3,35.0,60.0,43.0,60.0,43.0,20.0,13.0
duna-padel,DUNA PADEL,2026-09-08,Tuesday,4,True,28.1,28.1,52.5,64.0,46.0,64.0,46.0,20.0,9.5
new-padel-club,New Padel Club,2026-09-08,Tuesday,2,True,19.1,28.1,55.0,47.0,38.0,32.0,23.0,10.0,4.5
future-padel-fot,Future Padel Fót,2026-09-08,Tuesday,1,True,25.0,25.0,60.0,16.0,12.0,16.0,12.0,5.0,2.0
grand-slam-padel,Grand Slam Padel,2026-09-08,Tuesday,3,True,23.8,23.8,46.7,42.0,32.0,42.0,32.0,15.0,8.0
zenith-padel-club,Zenith Padel Club,2026-09-08,Tuesday,3,True,16.7,17.7,33.3,51.0,42.5,48.0,39.5,15.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-08,Tuesday,1,True,17.6,12.5,0.0,17.0,14.0,16.0,14.0,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-08,Tuesday,7,False,,,,112.0,0.0,112.0,0.0,35.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-08,Tuesday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-08,Tuesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-09,Wednesday,4,True,70.3,70.3,80.0,64.0,19.0,64.0,19.0,20.0,4.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-09,Wednesday,4,True,50.0,50.0,92.5,60.0,30.0,60.0,30.0,20.0,1.5
padel-garden-budapest,Padel Garden Budapest,2026-09-09,Wednesday,3,True,39.5,39.5,56.7,40.5,24.5,40.5,24.5,15.0,6.5
budapest-padel,Budapest Padel,2026-09-09,Wednesday,8,True,33.8,33.8,66.2,120.0,79.5,120.0,79.5,40.0,13.5
duna-padel,DUNA PADEL,2026-09-09,Wednesday,4,True,28.9,28.9,50.0,64.0,45.5,64.0,45.5,20.0,10.0
buda-padel,BUDAPADEL,2026-09-09,Wednesday,4,True,18.8,28.1,55.0,96.0,78.0,64.0,46.0,20.0,9.0
future-padel-fot,Future Padel Fót,2026-09-09,Wednesday,1,True,28.1,28.1,40.0,16.0,11.5,16.0,11.5,5.0,3.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-09,Wednesday,4,True,25.8,25.8,50.0,60.0,44.5,60.0,44.5,20.0,10.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-09,Wednesday,4,True,19.6,19.6,35.0,56.0,45.0,56.0,45.0,20.0,13.0
