slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
top-padel-club-budapest,Top Padel Club ,2026-09-13,Sunday,7,True,100.0,100.0,100.0,80.5,0.0,80.5,0.0,35.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-13,Sunday,3,True,100.0,100.0,100.0,40.5,0.0,37.5,0.0,15.0,0.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-13,Sunday,4,True,64.1,64.1,52.5,46.0,16.5,46.0,16.5,20.0,9.5
premier-padel-park,Premier Padel Park,2026-09-13,Sunday,4,True,61.0,61.0,52.5,50.0,19.5,50.0,19.5,20.0,9.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-13,Sunday,4,True,54.3,54.3,37.5,46.0,21.0,46.0,21.0,20.0,12.5
new-padel-club,New Padel Club,2026-09-13,Sunday,2,True,46.2,48.0,20.0,26.0,14.0,25.0,13.0,10.0,8.0
padel-king-savoya,Padel King Savoya,2026-09-13,Sunday,6,True,46.0,46.0,15.0,75.0,40.5,75.0,40.5,30.0,25.5
buda-padel,BUDAPADEL,2026-09-13,Sunday,4,True,40.7,44.0,32.5,54.0,32.0,50.0,28.0,20.0,13.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-13,Sunday,4,True,43.5,43.5,35.0,46.0,26.0,46.0,26.0,20.0,13.0
grand-slam-padel,Grand Slam Padel,2026-09-13,Sunday,3,True,33.3,33.3,50.0,31.5,21.0,31.5,21.0,12.0,6.0
zenith-padel-club,Zenith Padel Club,2026-09-13,Sunday,3,True,30.7,30.7,26.7,37.5,26.0,37.5,26.0,15.0,11.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-13,Sunday,4,True,26.9,29.0,15.0,54.0,39.5,50.0,35.5,20.0,17.0
padel-garden-budapest,Padel Garden Budapest,2026-09-13,Sunday,3,True,27.8,27.8,10.0,36.0,26.0,36.0,26.0,15.0,13.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-13,Sunday,1,True,24.0,24.0,40.0,12.5,9.5,12.5,9.5,5.0,3.0
future-padel-fot,Future Padel Fót,2026-09-13,Sunday,1,True,20.0,20.0,0.0,12.5,10.0,12.5,10.0,5.0,5.0
duna-padel,DUNA PADEL,2026-09-13,Sunday,4,True,19.0,19.0,12.5,50.0,40.5,50.0,40.5,20.0,17.5
budapest-padel,Budapest Padel,2026-09-13,Sunday,8,True,16.5,16.5,22.5,100.0,83.5,100.0,83.5,40.0,31.0
musketas-padel,Musketas Padel ,2026-09-13,Sunday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-14,Monday,3,True,100.0,100.0,100.0,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-14,Monday,4,True,56.2,56.2,82.5,64.0,28.0,64.0,28.0,20.0,3.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-14,Monday,4,True,39.2,39.2,87.5,60.0,36.5,60.0,36.5,20.0,2.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-14,Monday,4,True,38.3,38.3,45.0,60.0,37.0,60.0,37.0,20.0,11.0
budapest-padel,Budapest Padel,2026-09-14,Monday,8,True,35.8,35.8,76.2,120.0,77.0,120.0,77.0,40.0,9.5
buda-padel,BUDAPADEL,2026-09-14,Monday,4,True,22.4,33.6,75.0,96.0,74.5,64.0,42.5,20.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-14,Monday,7,True,30.8,30.8,57.1,112.0,77.5,112.0,77.5,35.0,15.0
padel-garden-budapest,Padel Garden Budapest,2026-09-14,Monday,3,True,29.6,29.6,73.3,40.5,28.5,40.5,28.5,15.0,4.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-14,Monday,4,True,23.7,26.6,52.5,76.0,58.0,64.0,47.0,20.0,9.5
duna-padel,DUNA PADEL,2026-09-14,Monday,4,True,23.4,23.4,52.5,64.0,49.0,64.0,49.0,20.0,9.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-14,Monday,4,True,23.2,23.2,45.0,56.0,43.0,56.0,43.0,20.0,11.0
padel-king-savoya,Padel King Savoya,2026-09-14,Monday,6,True,18.8,18.8,25.0,96.0,78.0,96.0,78.0,30.0,22.5
future-padel-fot,Future Padel Fót,2026-09-14,Monday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
new-padel-club,New Padel Club,2026-09-14,Monday,2,True,11.7,17.2,35.0,47.0,41.5,32.0,26.5,10.0,6.5
zenith-padel-club,Zenith Padel Club,2026-09-14,Monday,3,True,11.8,12.5,26.7,51.0,45.0,48.0,42.0,15.0,11.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-14,Monday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
grand-slam-padel,Grand Slam Padel,2026-09-14,Monday,3,True,3.6,3.6,10.0,42.0,40.5,42.0,40.5,15.0,13.5
musketas-padel,Musketas Padel ,2026-09-14,Monday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-15,Tuesday,3,True,100.0,100.0,100.0,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-15,Tuesday,4,True,72.7,72.7,87.5,64.0,17.5,64.0,17.5,20.0,2.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-15,Tuesday,4,True,51.8,51.8,55.0,56.0,27.0,56.0,27.0,20.0,9.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-15,Tuesday,4,True,46.7,46.7,100.0,60.0,32.0,60.0,32.0,20.0,0.0
top-padel-club-budapest,Top Padel Club ,2026-09-15,Tuesday,7,True,37.9,37.9,48.6,112.0,69.5,112.0,69.5,35.0,18.0
new-padel-club,New Padel Club,2026-09-15,Tuesday,2,True,25.5,37.5,70.0,47.0,35.0,32.0,20.0,10.0,3.0
budapest-padel,Budapest Padel,2026-09-15,Tuesday,8,True,31.2,31.2,73.8,120.0,82.5,120.0,82.5,40.0,10.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-15,Tuesday,4,True,26.3,31.2,40.0,76.0,56.0,64.0,44.0,20.0,12.0
grand-slam-padel,Grand Slam Padel,2026-09-15,Tuesday,3,True,27.4,27.4,56.7,42.0,30.5,42.0,30.5,15.0,6.5
zenith-padel-club,Zenith Padel Club,2026-09-15,Tuesday,3,True,24.5,26.0,53.3,51.0,38.5,48.0,35.5,15.0,7.0
padel-garden-budapest,Padel Garden Budapest,2026-09-15,Tuesday,3,True,25.9,25.9,70.0,40.5,30.0,40.5,30.0,15.0,4.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-15,Tuesday,4,True,25.0,25.0,35.0,60.0,45.0,60.0,45.0,20.0,13.0
duna-padel,DUNA PADEL,2026-09-15,Tuesday,4,True,25.0,25.0,57.5,64.0,48.0,64.0,48.0,20.0,8.5
buda-padel,BUDAPADEL,2026-09-15,Tuesday,4,True,14.1,21.1,50.0,96.0,82.5,64.0,50.5,20.0,10.0
padel-king-savoya,Padel King Savoya,2026-09-15,Tuesday,6,True,19.3,19.3,23.3,96.0,77.5,96.0,77.5,30.0,23.0
future-padel-fot,Future Padel Fót,2026-09-15,Tuesday,1,True,6.2,6.2,0.0,16.0,15.0,16.0,15.0,5.0,5.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-15,Tuesday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
musketas-padel,Musketas Padel ,2026-09-15,Tuesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-16,Wednesday,3,True,100.0,100.0,100.0,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-16,Wednesday,4,True,65.6,65.6,87.5,64.0,22.0,64.0,22.0,20.0,2.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-16,Wednesday,4,True,39.2,39.2,85.0,60.0,36.5,60.0,36.5,20.0,3.0
top-padel-club-budapest,Top Padel Club ,2026-09-16,Wednesday,7,True,38.4,38.4,67.1,112.0,69.0,112.0,69.0,35.0,11.5
padel-garden-budapest,Padel Garden Budapest,2026-09-16,Wednesday,3,True,34.6,34.6,56.7,40.5,26.5,40.5,26.5,15.0,6.5
budapest-padel,Budapest Padel,2026-09-16,Wednesday,8,True,33.8,33.8,72.5,120.0,79.5,120.0,79.5,40.0,11.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-16,Wednesday,4,True,33.3,33.3,27.5,60.0,40.0,60.0,40.0,20.0,14.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-16,Wednesday,4,True,26.8,26.8,47.5,56.0,41.0,56.0,41.0,20.0,10.5
grand-slam-padel,Grand Slam Padel,2026-09-16,Wednesday,3,True,23.8,23.8,46.7,42.0,32.0,42.0,32.0,15.0,8.0
duna-padel,DUNA PADEL,2026-09-16,Wednesday,4,True,21.9,21.9,45.0,64.0,50.0,64.0,50.0,20.0,11.0
future-padel-fot,Future Padel Fót,2026-09-16,Wednesday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
