slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
premier-padel-park,Premier Padel Park,2026-09-04,Friday,4,True,90.6,90.6,95.8,16.0,1.5,16.0,1.5,12.0,0.5
padel-garden-budapest,Padel Garden Budapest,2026-09-04,Friday,3,True,76.2,76.2,83.3,10.5,2.5,10.5,2.5,9.0,1.5
buda-padel,BUDAPADEL,2026-09-04,Friday,4,True,60.0,75.0,95.8,20.0,8.0,16.0,4.0,12.0,0.5
new-padel-club,New Padel Club,2026-09-04,Friday,2,True,66.7,75.0,83.3,9.0,3.0,8.0,2.0,6.0,1.0
zenith-padel-club,Zenith Padel Club,2026-09-04,Friday,3,True,66.7,66.7,88.9,12.0,4.0,12.0,4.0,9.0,1.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-04,Friday,4,True,58.3,58.3,58.3,12.0,5.0,12.0,5.0,12.0,5.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-04,Friday,4,True,58.3,58.3,58.3,12.0,5.0,12.0,5.0,12.0,5.0
future-padel-fot,Future Padel Fót,2026-09-04,Friday,1,True,50.0,50.0,33.3,4.0,2.0,4.0,2.0,3.0,2.0
duna-padel,DUNA PADEL,2026-09-04,Friday,4,True,34.4,34.4,45.8,16.0,10.5,16.0,10.5,12.0,6.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-04,Friday,4,True,22.5,28.1,37.5,20.0,15.5,16.0,11.5,12.0,7.5
padel-king-savoya,Padel King Savoya,2026-09-04,Friday,6,True,27.1,27.1,36.1,24.0,17.5,24.0,17.5,18.0,11.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-04,Friday,1,True,25.0,25.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0
grand-slam-padel,Grand Slam Padel,2026-09-04,Friday,3,True,16.7,16.7,16.7,9.0,7.5,9.0,7.5,9.0,7.5
budapest-padel,Budapest Padel,2026-09-04,Friday,8,True,15.6,15.6,20.8,32.0,27.0,32.0,27.0,24.0,19.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-04,Friday,4,True,4.2,4.2,4.2,12.0,11.5,12.0,11.5,12.0,11.5
top-padel-club-budapest,Top Padel Club ,2026-09-04,Friday,7,False,,,,28.0,0.0,28.0,0.0,21.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-04,Friday,3,False,,,,15.0,0.0,12.0,0.0,9.0,0.0
musketas-padel,Musketas Padel ,2026-09-04,Friday,2,False,,,,10.0,0.0,8.0,0.0,6.0,0.0
premier-padel-park,Premier Padel Park,2026-09-05,Saturday,4,True,75.0,75.0,87.5,64.0,16.0,64.0,16.0,20.0,2.5
padel-garden-budapest,Padel Garden Budapest,2026-09-05,Saturday,3,True,72.8,72.8,36.7,40.5,11.0,40.5,11.0,15.0,9.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-05,Saturday,4,True,34.5,34.5,7.5,58.0,38.0,58.0,38.0,20.0,18.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-05,Saturday,1,True,35.3,31.2,40.0,17.0,11.0,16.0,11.0,5.0,3.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-05,Saturday,4,True,25.8,25.8,0.0,60.0,44.5,60.0,44.5,20.0,20.0
zenith-padel-club,Zenith Padel Club,2026-09-05,Saturday,3,True,23.5,25.0,20.0,51.0,39.0,48.0,36.0,15.0,12.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-05,Saturday,4,True,19.1,22.7,5.0,76.0,61.5,64.0,49.5,20.0,19.0
duna-padel,DUNA PADEL,2026-09-05,Saturday,4,True,18.0,18.0,0.0,64.0,52.5,64.0,52.5,20.0,20.0
grand-slam-padel,Grand Slam Padel,2026-09-05,Saturday,3,True,16.7,16.7,0.0,42.0,35.0,42.0,35.0,15.0,15.0
budapest-padel,Budapest Padel,2026-09-05,Saturday,8,True,15.4,15.4,8.8,120.0,101.5,120.0,101.5,40.0,36.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-05,Saturday,4,True,15.2,15.2,12.5,56.0,47.5,56.0,47.5,20.0,17.5
padel-king-savoya,Padel King Savoya,2026-09-05,Saturday,6,True,12.5,12.5,0.0,96.0,84.0,96.0,84.0,30.0,30.0
buda-padel,BUDAPADEL,2026-09-05,Saturday,4,True,8.3,12.5,5.0,96.0,88.0,64.0,56.0,20.0,19.0
new-padel-club,New Padel Club,2026-09-05,Saturday,2,True,8.5,12.5,15.0,47.0,43.0,32.0,28.0,10.0,8.5
future-padel-fot,Future Padel Fót,2026-09-05,Saturday,1,True,12.5,12.5,0.0,16.0,14.0,16.0,14.0,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-05,Saturday,7,False,,,,98.0,0.0,98.0,0.0,35.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-05,Saturday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-05,Saturday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
grand-slam-padel,Grand Slam Padel,2026-09-06,Sunday,3,True,51.3,51.3,66.7,39.0,19.0,39.0,19.0,12.0,4.0
padel-garden-budapest,Padel Garden Budapest,2026-09-06,Sunday,3,True,48.1,48.1,26.7,40.5,21.0,40.5,21.0,15.0,11.0
buda-padel,BUDAPADEL,2026-09-06,Sunday,4,True,28.6,43.0,22.5,96.0,68.5,64.0,36.5,20.0,15.5
premier-padel-park,Premier Padel Park,2026-09-06,Sunday,4,True,42.2,42.2,42.5,64.0,37.0,64.0,37.0,20.0,11.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-06,Sunday,4,True,34.5,34.5,42.5,58.0,38.0,58.0,38.0,20.0,11.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-06,Sunday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
future-padel-fot,Future Padel Fót,2026-09-06,Sunday,1,True,18.8,18.8,0.0,16.0,13.0,16.0,13.0,5.0,5.0
zenith-padel-club,Zenith Padel Club,2026-09-06,Sunday,3,True,16.7,17.7,20.0,51.0,42.5,48.0,39.5,15.0,12.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-06,Sunday,4,True,17.0,17.0,10.0,56.0,46.5,56.0,46.5,20.0,18.0
duna-padel,DUNA PADEL,2026-09-06,Sunday,4,True,12.5,12.5,7.5,64.0,56.0,64.0,56.0,20.0,18.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-06,Sunday,4,True,10.5,12.5,15.0,76.0,68.0,64.0,56.0,20.0,17.0
budapest-padel,Budapest Padel,2026-09-06,Sunday,8,True,10.4,10.4,12.5,120.0,107.5,120.0,107.5,40.0,35.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-06,Sunday,4,True,10.0,10.0,0.0,60.0,54.0,60.0,54.0,20.0,20.0
padel-king-savoya,Padel King Savoya,2026-09-06,Sunday,6,True,3.6,3.6,3.3,96.0,92.5,96.0,92.5,30.0,29.0
new-padel-club,New Padel Club,2026-09-06,Sunday,2,True,2.1,3.1,0.0,47.0,46.0,32.0,31.0,10.0,10.0
top-padel-club-budapest,Top Padel Club ,2026-09-06,Sunday,7,False,,,,98.0,0.0,98.0,0.0,35.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-06,Sunday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-06,Sunday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-07,Monday,4,True,66.4,66.4,97.5,64.0,21.5,64.0,21.5,20.0,0.5
buda-padel,BUDAPADEL,2026-09-07,Monday,4,True,32.3,48.4,72.5,96.0,65.0,64.0,33.0,20.0,5.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-07,Monday,4,True,44.2,44.2,85.0,60.0,33.5,60.0,33.5,20.0,3.0
padel-garden-budapest,Padel Garden Budapest,2026-09-07,Monday,3,True,33.3,33.3,60.0,40.5,27.0,40.5,27.0,15.0,6.0
budapest-padel,Budapest Padel,2026-09-07,Monday,8,True,29.2,29.2,65.0,120.0,85.0,120.0,85.0,40.0,14.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-07,Monday,4,True,28.3,28.3,37.5,60.0,43.0,60.0,43.0,20.0,12.5
