slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
premier-padel-park,Premier Padel Park,2026-08-25,Tuesday,4,True,82.0,82.0,97.5,50.0,9.0,50.0,9.0,20.0,0.5
buda-padel,BUDAPADEL,2026-08-25,Tuesday,4,True,66.7,72.0,100.0,54.0,18.0,50.0,14.0,20.0,0.0
duna-padel,DUNA PADEL,2026-08-25,Tuesday,4,True,68.0,68.0,80.0,50.0,16.0,50.0,16.0,20.0,4.0
new-padel-club,New Padel Club,2026-08-25,Tuesday,2,True,61.5,64.0,90.0,26.0,10.0,25.0,9.0,10.0,1.0
padel-king-savoya,Padel King Savoya,2026-08-25,Tuesday,6,True,57.3,57.3,65.0,75.0,32.0,75.0,32.0,30.0,10.5
grand-slam-padel,Grand Slam Padel,2026-08-25,Tuesday,3,True,50.7,50.7,60.0,34.5,17.0,34.5,17.0,15.0,6.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-08-25,Tuesday,4,True,48.9,48.9,90.0,46.0,23.5,46.0,23.5,20.0,2.0
flow-padel-ujpest,Flow Padel Újpest,2026-08-25,Tuesday,4,True,46.7,46.7,57.5,46.0,24.5,46.0,24.5,20.0,8.5
budapest-padel,Budapest Padel,2026-08-25,Tuesday,8,True,40.5,40.5,68.8,100.0,59.5,100.0,59.5,40.0,12.5
premier-padel-nagyret,Premier Padel Nagyret,2026-08-25,Tuesday,4,True,38.0,38.0,52.5,46.0,28.5,46.0,28.5,20.0,9.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-08-25,Tuesday,4,True,35.2,38.0,45.0,54.0,35.0,50.0,31.0,20.0,11.0
zenith-padel-club,Zenith Padel Club,2026-08-25,Tuesday,3,True,37.3,37.3,66.7,37.5,23.5,37.5,23.5,15.0,5.0
padel-garden-budapest,Padel Garden Budapest,2026-08-25,Tuesday,3,True,34.7,34.7,63.3,36.0,23.5,36.0,23.5,15.0,5.5
future-padel-fot,Future Padel Fót,2026-08-25,Tuesday,1,True,28.0,28.0,50.0,12.5,9.0,12.5,9.0,5.0,2.5
panorama-padel-budapest,Panorama Padel Budapest,2026-08-25,Tuesday,1,True,8.0,8.0,0.0,12.5,11.5,12.5,11.5,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-08-25,Tuesday,4,False,,,,50.0,0.0,50.0,0.0,20.0,0.0
musketas-padel,Musketas Padel ,2026-08-25,Tuesday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-08-26,Wednesday,4,True,79.7,79.7,75.0,64.0,13.0,64.0,13.0,20.0,5.0
grand-slam-padel,Grand Slam Padel,2026-08-26,Wednesday,3,True,58.3,58.3,70.0,42.0,17.5,42.0,17.5,15.0,4.5
flow-padel-ujpest,Flow Padel Újpest,2026-08-26,Wednesday,4,True,46.7,46.7,52.5,60.0,32.0,60.0,32.0,20.0,9.5
buda-padel,BUDAPADEL,2026-08-26,Wednesday,4,True,30.2,45.3,100.0,96.0,67.0,64.0,35.0,20.0,0.0
padel-garden-budapest,Padel Garden Budapest,2026-08-26,Wednesday,3,True,40.9,40.9,86.7,46.5,27.5,46.5,27.5,15.0,2.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-08-26,Wednesday,4,True,40.8,40.8,90.0,60.0,35.5,60.0,35.5,20.0,2.0
budapest-padel,Budapest Padel,2026-08-26,Wednesday,8,True,37.9,37.9,76.2,120.0,74.5,120.0,74.5,40.0,9.5
premier-padel-nagyret,Premier Padel Nagyret,2026-08-26,Wednesday,4,True,31.2,31.2,45.0,56.0,38.5,56.0,38.5,20.0,11.0
duna-padel,DUNA PADEL,2026-08-26,Wednesday,4,True,29.7,29.7,55.0,64.0,45.0,64.0,45.0,20.0,9.0
padel-king-savoya,Padel King Savoya,2026-08-26,Wednesday,6,True,27.1,27.1,65.0,96.0,70.0,96.0,70.0,30.0,10.5
zenith-padel-club,Zenith Padel Club,2026-08-26,Wednesday,3,True,25.5,27.1,56.7,51.0,38.0,48.0,35.0,15.0,6.5
future-padel-fot,Future Padel Fót,2026-08-26,Wednesday,1,True,25.0,25.0,60.0,16.0,12.0,16.0,12.0,5.0,2.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-08-26,Wednesday,4,True,19.7,21.9,32.5,76.0,61.0,64.0,50.0,20.0,13.5
new-padel-club,New Padel Club,2026-08-26,Wednesday,2,True,14.9,21.9,45.0,47.0,40.0,32.0,25.0,10.0,5.5
