slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
padel-verzum,Padel Verzum,2026-09-17,Thursday,4,True,100.0,100.0,100.0,54.0,0.0,50.0,0.0,20.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-17,Thursday,3,True,100.0,100.0,100.0,40.5,0.0,37.5,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-17,Thursday,4,True,81.0,81.0,90.0,50.0,9.5,50.0,9.5,20.0,2.0
buda-padel,BUDAPADEL,2026-09-17,Thursday,4,True,57.4,60.0,92.5,54.0,23.0,50.0,20.0,20.0,1.5
new-padel-club,New Padel Club,2026-09-17,Thursday,2,True,53.8,56.0,85.0,26.0,12.0,25.0,11.0,10.0,1.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-17,Thursday,4,True,52.2,52.2,62.5,46.0,22.0,46.0,22.0,20.0,7.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-17,Thursday,4,True,46.3,50.0,72.5,54.0,29.0,50.0,25.0,20.0,5.5
zenith-padel-club,Zenith Padel Club,2026-09-17,Thursday,3,True,48.0,48.0,83.3,37.5,19.5,37.5,19.5,15.0,2.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-17,Thursday,4,True,45.7,45.7,80.0,46.0,25.0,46.0,25.0,20.0,4.0
padel-king-savoya,Padel King Savoya,2026-09-17,Thursday,6,True,43.3,43.3,75.0,75.0,42.5,75.0,42.5,30.0,7.5
top-padel-club-budapest,Top Padel Club ,2026-09-17,Thursday,7,True,42.9,42.9,54.3,87.5,50.0,87.5,50.0,35.0,16.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-17,Thursday,4,True,42.4,42.4,77.5,46.0,26.5,46.0,26.5,20.0,4.5
budapest-padel,Budapest Padel,2026-09-17,Thursday,8,True,41.5,41.5,83.8,100.0,58.5,100.0,58.5,40.0,6.5
padel-garden-budapest,Padel Garden Budapest,2026-09-17,Thursday,3,True,37.5,37.5,63.3,36.0,22.5,36.0,22.5,15.0,5.5
grand-slam-padel,Grand Slam Padel,2026-09-17,Thursday,3,True,36.2,36.2,60.0,34.5,22.0,34.5,22.0,15.0,6.0
future-padel-fot,Future Padel Fót,2026-09-17,Thursday,1,True,36.0,36.0,70.0,12.5,8.0,12.5,8.0,5.0,1.5
duna-padel,DUNA PADEL,2026-09-17,Thursday,4,True,30.0,30.0,50.0,50.0,35.0,50.0,35.0,20.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-17,Thursday,1,True,8.0,8.0,0.0,12.5,11.5,12.5,11.5,5.0,5.0
musketas-padel,Musketas Padel ,2026-09-17,Thursday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
padel-verzum,Padel Verzum,2026-09-18,Friday,4,True,100.0,100.0,100.0,96.0,0.0,64.0,0.0,20.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-18,Friday,3,True,100.0,100.0,100.0,72.0,0.0,48.0,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-18,Friday,4,True,69.5,69.5,77.5,64.0,19.5,64.0,19.5,20.0,4.5
top-padel-club-budapest,Top Padel Club ,2026-09-18,Friday,7,True,52.7,52.7,51.4,112.0,53.0,112.0,53.0,35.0,17.0
buda-padel,BUDAPADEL,2026-09-18,Friday,4,True,31.8,46.9,90.0,96.0,65.5,64.0,34.0,20.0,2.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-18,Friday,4,True,40.8,40.8,65.0,60.0,35.5,60.0,35.5,20.0,7.0
zenith-padel-club,Zenith Padel Club,2026-09-18,Friday,3,True,25.5,27.1,36.7,51.0,38.0,48.0,35.0,15.0,9.5
budapest-padel,Budapest Padel,2026-09-18,Friday,8,True,25.8,25.8,37.5,120.0,89.0,120.0,89.0,40.0,25.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-18,Friday,4,True,21.7,25.8,30.0,76.0,59.5,64.0,47.5,20.0,14.0
padel-garden-budapest,Padel Garden Budapest,2026-09-18,Friday,3,True,22.2,22.2,23.3,40.5,31.5,40.5,31.5,15.0,11.5
padel-king-savoya,Padel King Savoya,2026-09-18,Friday,6,True,21.9,21.9,38.3,96.0,75.0,96.0,75.0,30.0,18.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-18,Friday,4,True,20.5,20.5,15.0,56.0,44.5,56.0,44.5,20.0,17.0
duna-padel,DUNA PADEL,2026-09-18,Friday,4,True,19.5,19.5,40.0,64.0,51.5,64.0,51.5,20.0,12.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-18,Friday,4,True,19.2,19.2,27.5,60.0,48.5,60.0,48.5,20.0,14.5
new-padel-club,New Padel Club,2026-09-18,Friday,2,True,11.7,17.2,15.0,47.0,41.5,32.0,26.5,10.0,8.5
future-padel-fot,Future Padel Fót,2026-09-18,Friday,1,True,12.5,12.5,20.0,16.0,14.0,16.0,14.0,5.0,4.0
