slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
zenith-padel-club,Zenith Padel Club,2026-09-21,Monday,3,True,54.0,54.0,76.7,31.5,14.5,31.5,14.5,15.0,3.5
padel-garden-budapest,Padel Garden Budapest,2026-09-21,Monday,3,True,38.3,38.3,56.7,30.0,18.5,30.0,18.5,15.0,6.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-21,Monday,4,True,33.7,36.9,65.0,46.0,30.5,42.0,26.5,20.0,7.0
new-padel-club,New Padel Club,2026-09-21,Monday,2,True,34.1,35.7,65.0,22.0,14.5,21.0,13.5,10.0,3.5
grand-slam-padel,Grand Slam Padel,2026-09-21,Monday,3,True,35.1,35.1,60.0,28.5,18.5,28.5,18.5,15.0,6.0
future-padel-fot,Future Padel Fót,2026-09-21,Monday,1,True,28.6,28.6,40.0,10.5,7.5,10.5,7.5,5.0,3.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-21,Monday,1,True,9.5,9.5,0.0,10.5,9.5,10.5,9.5,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-21,Monday,3,False,,,,34.5,0.0,31.5,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-21,Monday,2,False,,,,23.0,0.0,21.0,0.0,10.0,0.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-22,Tuesday,4,True,32.2,38.3,65.0,76.0,51.5,64.0,39.5,20.0,7.0
grand-slam-padel,Grand Slam Padel,2026-09-22,Tuesday,3,True,33.3,33.3,63.3,42.0,28.0,42.0,28.0,15.0,5.5
padel-garden-budapest,Padel Garden Budapest,2026-09-22,Tuesday,3,True,32.1,32.1,80.0,40.5,27.5,40.5,27.5,15.0,3.0
new-padel-club,New Padel Club,2026-09-22,Tuesday,2,True,17.0,25.0,45.0,47.0,39.0,32.0,24.0,10.0,5.5
future-padel-fot,Future Padel Fót,2026-09-22,Tuesday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
zenith-padel-club,Zenith Padel Club,2026-09-22,Tuesday,3,True,11.8,12.5,33.3,51.0,45.0,48.0,42.0,15.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-22,Tuesday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-22,Tuesday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-22,Tuesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
padel-garden-budapest,Padel Garden Budapest,2026-09-23,Wednesday,3,True,45.7,45.7,76.7,40.5,22.0,40.5,22.0,15.0,3.5
zenith-padel-club,Zenith Padel Club,2026-09-23,Wednesday,3,True,38.2,40.6,63.3,51.0,31.5,48.0,28.5,15.0,5.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-23,Wednesday,4,True,20.4,24.2,60.0,76.0,60.5,64.0,48.5,20.0,8.0
future-padel-fot,Future Padel Fót,2026-09-23,Wednesday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
grand-slam-padel,Grand Slam Padel,2026-09-23,Wednesday,3,True,17.9,17.9,33.3,42.0,34.5,42.0,34.5,15.0,10.0
new-padel-club,New Padel Club,2026-09-23,Wednesday,2,True,4.3,6.2,0.0,47.0,45.0,32.0,30.0,10.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-23,Wednesday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-23,Wednesday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-23,Wednesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
