slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
padel-bros-budapest,Padel Bros Budapest,2026-09-15,Tuesday,3,True,100.0,100.0,100.0,40.5,0.0,37.5,0.0,15.0,0.0
premier-padel-park,Premier Padel Park,2026-09-15,Tuesday,4,True,79.0,79.0,92.5,50.0,10.5,50.0,10.5,20.0,1.5
new-padel-club,New Padel Club,2026-09-15,Tuesday,2,True,65.4,68.0,85.0,26.0,9.0,25.0,8.0,10.0,1.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-15,Tuesday,4,True,60.9,60.9,60.0,46.0,18.0,46.0,18.0,20.0,8.0
padel-garden-budapest,Padel Garden Budapest,2026-09-15,Tuesday,3,True,58.3,58.3,86.7,36.0,15.0,36.0,15.0,15.0,2.0
top-padel-club-budapest,Top Padel Club ,2026-09-15,Tuesday,7,True,56.0,56.0,88.6,87.5,38.5,87.5,38.5,35.0,4.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-15,Tuesday,4,True,55.4,55.4,100.0,46.0,20.5,46.0,20.5,20.0,0.0
duna-padel,DUNA PADEL,2026-09-15,Tuesday,4,True,54.0,54.0,80.0,50.0,23.0,50.0,23.0,20.0,4.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-15,Tuesday,4,True,51.1,51.1,52.5,46.0,22.5,46.0,22.5,20.0,9.5
buda-padel,BUDAPADEL,2026-09-15,Tuesday,4,True,44.4,48.0,82.5,54.0,30.0,50.0,26.0,20.0,3.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-15,Tuesday,4,True,44.4,48.0,50.0,54.0,30.0,50.0,26.0,20.0,10.0
zenith-padel-club,Zenith Padel Club,2026-09-15,Tuesday,3,True,48.0,48.0,93.3,37.5,19.5,37.5,19.5,15.0,1.0
padel-king-savoya,Padel King Savoya,2026-09-15,Tuesday,6,True,46.7,46.7,68.3,75.0,40.0,75.0,40.0,30.0,9.5
grand-slam-padel,Grand Slam Padel,2026-09-15,Tuesday,3,True,46.4,46.4,86.7,34.5,18.5,34.5,18.5,15.0,2.0
