slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
top-padel-club-budapest,Top Padel Club ,2026-09-08,Tuesday,7,True,100.0,100.0,100.0,87.5,0.0,87.5,0.0,35.0,0.0
premier-padel-park,Premier Padel Park,2026-09-08,Tuesday,4,True,87.0,87.0,95.0,50.0,6.5,50.0,6.5,20.0,1.0
buda-padel,BUDAPADEL,2026-09-08,Tuesday,4,True,50.9,55.0,90.0,54.0,26.5,50.0,22.5,20.0,2.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-08,Tuesday,4,True,50.0,54.0,70.0,54.0,27.0,50.0,23.0,20.0,6.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-08,Tuesday,4,True,51.1,51.1,100.0,46.0,22.5,46.0,22.5,20.0,0.0
padel-king-savoya,Padel King Savoya,2026-09-08,Tuesday,6,True,50.7,50.7,80.0,75.0,37.0,75.0,37.0,30.0,6.0
new-padel-club,New Padel Club,2026-09-08,Tuesday,2,True,44.2,46.0,80.0,26.0,14.5,25.0,13.5,10.0,2.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-08,Tuesday,4,True,45.7,45.7,57.5,46.0,25.0,46.0,25.0,20.0,8.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-08,Tuesday,4,True,44.6,44.6,65.0,46.0,25.5,46.0,25.5,20.0,7.0
zenith-padel-club,Zenith Padel Club,2026-09-08,Tuesday,3,True,44.0,44.0,76.7,37.5,21.0,37.5,21.0,15.0,3.5
budapest-padel,Budapest Padel,2026-09-08,Tuesday,8,True,43.0,43.0,80.0,100.0,57.0,100.0,57.0,40.0,8.0
duna-padel,DUNA PADEL,2026-09-08,Tuesday,4,True,42.0,42.0,72.5,50.0,29.0,50.0,29.0,20.0,5.5
padel-garden-budapest,Padel Garden Budapest,2026-09-08,Tuesday,3,True,36.1,36.1,70.0,36.0,23.0,36.0,23.0,15.0,4.5
future-padel-fot,Future Padel Fót,2026-09-08,Tuesday,1,True,32.0,32.0,60.0,12.5,8.5,12.5,8.5,5.0,2.0
grand-slam-padel,Grand Slam Padel,2026-09-08,Tuesday,3,True,30.4,30.4,50.0,34.5,24.0,34.5,24.0,15.0,7.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-08,Tuesday,1,True,8.0,8.0,0.0,12.5,11.5,12.5,11.5,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-08,Tuesday,3,False,,,,40.5,0.0,37.5,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-08,Tuesday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
top-padel-club-budapest,Top Padel Club ,2026-09-09,Wednesday,7,True,100.0,100.0,100.0,112.0,0.0,112.0,0.0,35.0,0.0
premier-padel-park,Premier Padel Park,2026-09-09,Wednesday,4,True,78.1,78.1,95.0,64.0,14.0,64.0,14.0,20.0,1.0
