slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
premier-padel-park,Premier Padel Park,2026-09-07,Monday,4,True,100.0,100.0,100.0,22.0,0.0,22.0,0.0,18.0,0.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-07,Monday,4,True,94.4,94.4,94.4,18.0,1.0,18.0,1.0,18.0,1.0
buda-padel,BUDAPADEL,2026-09-07,Monday,4,True,73.1,86.4,97.2,26.0,7.0,22.0,3.0,18.0,0.5
new-padel-club,New Padel Club,2026-09-07,Monday,2,True,75.0,81.8,94.4,12.0,3.0,11.0,2.0,9.0,0.5
padel-garden-budapest,Padel Garden Budapest,2026-09-07,Monday,3,True,70.0,70.0,70.4,15.0,4.5,15.0,4.5,13.5,4.0
budapest-padel,Budapest Padel,2026-09-07,Monday,8,True,69.3,69.3,84.7,44.0,13.5,44.0,13.5,36.0,5.5
grand-slam-padel,Grand Slam Padel,2026-09-07,Monday,3,True,63.0,63.0,63.0,13.5,5.0,13.5,5.0,13.5,5.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-07,Monday,4,True,58.3,58.3,58.3,18.0,7.5,18.0,7.5,18.0,7.5
zenith-padel-club,Zenith Padel Club,2026-09-07,Monday,3,True,51.5,51.5,63.0,16.5,8.0,16.5,8.0,13.5,5.0
duna-padel,DUNA PADEL,2026-09-07,Monday,4,True,50.0,50.0,61.1,22.0,11.0,22.0,11.0,18.0,7.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-07,Monday,4,True,40.4,47.7,58.3,26.0,15.5,22.0,11.5,18.0,7.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-07,Monday,4,True,44.4,44.4,44.4,18.0,10.0,18.0,10.0,18.0,10.0
padel-king-savoya,Padel King Savoya,2026-09-07,Monday,6,True,42.4,42.4,51.9,33.0,19.0,33.0,19.0,27.0,13.0
future-padel-fot,Future Padel Fót,2026-09-07,Monday,1,True,36.4,36.4,22.2,5.5,3.5,5.5,3.5,4.5,3.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-07,Monday,1,True,27.3,27.3,11.1,5.5,4.0,5.5,4.0,4.5,4.0
top-padel-club-budapest,Top Padel Club ,2026-09-07,Monday,7,False,,,,38.5,0.0,38.5,0.0,31.5,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-07,Monday,3,False,,,,19.5,0.0,16.5,0.0,13.5,0.0
musketas-padel,Musketas Padel ,2026-09-07,Monday,2,False,,,,13.0,0.0,11.0,0.0,9.0,0.0
premier-padel-park,Premier Padel Park,2026-09-08,Tuesday,4,True,78.1,78.1,95.0,64.0,14.0,64.0,14.0,20.0,1.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-08,Tuesday,4,True,47.5,47.5,100.0,60.0,31.5,60.0,31.5,20.0,0.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-08,Tuesday,4,True,39.5,46.9,70.0,76.0,46.0,64.0,34.0,20.0,6.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-08,Tuesday,4,True,38.4,38.4,55.0,56.0,34.5,56.0,34.5,20.0,9.0
buda-padel,BUDAPADEL,2026-09-08,Tuesday,4,True,23.4,35.2,82.5,96.0,73.5,64.0,41.5,20.0,3.5
budapest-padel,Budapest Padel,2026-09-08,Tuesday,8,True,35.0,35.0,78.8,120.0,78.0,120.0,78.0,40.0,8.5
padel-garden-budapest,Padel Garden Budapest,2026-09-08,Tuesday,3,True,34.6,34.6,70.0,40.5,26.5,40.5,26.5,15.0,4.5
padel-king-savoya,Padel King Savoya,2026-09-08,Tuesday,6,True,34.4,34.4,70.0,96.0,63.0,96.0,63.0,30.0,9.0
duna-padel,DUNA PADEL,2026-09-08,Tuesday,4,True,32.8,32.8,67.5,64.0,43.0,64.0,43.0,20.0,6.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-08,Tuesday,4,True,32.5,32.5,42.5,60.0,40.5,60.0,40.5,20.0,11.5
new-padel-club,New Padel Club,2026-09-08,Tuesday,2,True,21.3,31.2,65.0,47.0,37.0,32.0,22.0,10.0,3.5
grand-slam-padel,Grand Slam Padel,2026-09-08,Tuesday,3,True,26.2,26.2,50.0,42.0,31.0,42.0,31.0,15.0,7.5
zenith-padel-club,Zenith Padel Club,2026-09-08,Tuesday,3,True,23.5,25.0,56.7,51.0,39.0,48.0,36.0,15.0,6.5
future-padel-fot,Future Padel Fót,2026-09-08,Tuesday,1,True,25.0,25.0,60.0,16.0,12.0,16.0,12.0,5.0,2.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-08,Tuesday,1,True,17.6,12.5,0.0,17.0,14.0,16.0,14.0,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-08,Tuesday,7,False,,,,112.0,0.0,112.0,0.0,35.0,0.0
padel-bros-budapest,Padel Bros Budapest,2026-09-08,Tuesday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-08,Tuesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-09,Wednesday,4,True,74.2,74.2,87.5,64.0,16.5,64.0,16.5,20.0,2.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-09,Wednesday,4,True,50.0,50.0,92.5,60.0,30.0,60.0,30.0,20.0,1.5
padel-garden-budapest,Padel Garden Budapest,2026-09-09,Wednesday,3,True,44.4,44.4,56.7,40.5,22.5,40.5,22.5,15.0,6.5
future-padel-fot,Future Padel Fót,2026-09-09,Wednesday,1,True,40.6,40.6,80.0,16.0,9.5,16.0,9.5,5.0,1.0
budapest-padel,Budapest Padel,2026-09-09,Wednesday,8,True,34.6,34.6,66.2,120.0,78.5,120.0,78.5,40.0,13.5
