slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
premier-padel-park,Premier Padel Park,2026-09-03,Thursday,4,True,87.0,87.0,97.5,50.0,6.5,50.0,6.5,20.0,0.5
padel-garden-budapest,Padel Garden Budapest,2026-09-03,Thursday,3,True,55.6,55.6,76.7,36.0,16.0,36.0,16.0,15.0,3.5
buda-padel,BUDAPADEL,2026-09-03,Thursday,4,True,50.9,55.0,97.5,54.0,26.5,50.0,22.5,20.0,0.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-03,Thursday,4,True,52.2,52.2,85.0,46.0,22.0,46.0,22.0,20.0,3.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-03,Thursday,4,True,44.4,48.0,70.0,54.0,30.0,50.0,26.0,20.0,6.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-03,Thursday,4,True,47.8,47.8,60.0,46.0,24.0,46.0,24.0,20.0,8.0
padel-king-savoya,Padel King Savoya,2026-09-03,Thursday,6,True,43.3,43.3,75.0,75.0,42.5,75.0,42.5,30.0,7.5
future-padel-fot,Future Padel Fót,2026-09-03,Thursday,1,True,40.0,40.0,80.0,12.5,7.5,12.5,7.5,5.0,1.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-03,Thursday,4,True,37.0,37.0,75.0,46.0,29.0,46.0,29.0,20.0,5.0
new-padel-club,New Padel Club,2026-09-03,Thursday,2,True,32.7,34.0,75.0,26.0,17.5,25.0,16.5,10.0,2.5
zenith-padel-club,Zenith Padel Club,2026-09-03,Thursday,3,True,33.3,33.3,56.7,37.5,25.0,37.5,25.0,15.0,6.5
budapest-padel,Budapest Padel,2026-09-03,Thursday,8,True,32.0,32.0,58.8,100.0,68.0,100.0,68.0,40.0,16.5
grand-slam-padel,Grand Slam Padel,2026-09-03,Thursday,3,True,26.1,26.1,43.3,34.5,25.5,34.5,25.5,15.0,8.5
duna-padel,DUNA PADEL,2026-09-03,Thursday,4,True,20.0,20.0,25.0,50.0,40.0,50.0,40.0,20.0,15.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-03,Thursday,1,True,8.0,8.0,0.0,12.5,11.5,12.5,11.5,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-03,Thursday,7,False,,,,87.5,0.0,87.5,0.0,35.0,0.0
musketas-padel,Musketas Padel ,2026-09-03,Thursday,2,False,,,,27.0,0.0,25.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-04,Friday,4,True,73.4,73.4,85.0,64.0,17.0,64.0,17.0,20.0,3.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-04,Friday,4,True,39.2,39.2,35.0,60.0,36.5,60.0,36.5,20.0,13.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-04,Friday,4,True,38.3,38.3,42.5,60.0,37.0,60.0,37.0,20.0,11.5
padel-garden-budapest,Padel Garden Budapest,2026-09-04,Friday,3,True,32.1,32.1,50.0,40.5,27.5,40.5,27.5,15.0,7.5
future-padel-fot,Future Padel Fót,2026-09-04,Friday,1,True,31.2,31.2,60.0,16.0,11.0,16.0,11.0,5.0,2.0
buda-padel,BUDAPADEL,2026-09-04,Friday,4,True,20.3,30.5,57.5,96.0,76.5,64.0,44.5,20.0,8.5
new-padel-club,New Padel Club,2026-09-04,Friday,2,True,20.2,29.7,55.0,47.0,37.5,32.0,22.5,10.0,4.5
grand-slam-padel,Grand Slam Padel,2026-09-04,Friday,3,True,16.7,16.7,23.3,42.0,35.0,42.0,35.0,15.0,11.5
budapest-padel,Budapest Padel,2026-09-04,Friday,8,True,16.2,16.2,23.8,120.0,100.5,120.0,100.5,40.0,30.5
zenith-padel-club,Zenith Padel Club,2026-09-04,Friday,3,True,14.7,15.6,30.0,51.0,43.5,48.0,40.5,15.0,10.5
padel-king-savoya,Padel King Savoya,2026-09-04,Friday,6,True,15.1,15.1,8.3,96.0,81.5,96.0,81.5,30.0,27.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-04,Friday,4,True,13.8,14.8,25.0,76.0,65.5,64.0,54.5,20.0,15.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-04,Friday,4,True,14.3,14.3,15.0,56.0,48.0,56.0,48.0,20.0,17.0
duna-padel,DUNA PADEL,2026-09-04,Friday,4,True,7.0,7.0,12.5,64.0,59.5,64.0,59.5,20.0,17.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-04,Friday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
top-padel-club-budapest,Top Padel Club ,2026-09-04,Friday,7,False,,,,112.0,0.0,112.0,0.0,35.0,0.0
musketas-padel,Musketas Padel ,2026-09-04,Friday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-05,Saturday,4,True,69.5,69.5,80.0,64.0,19.5,64.0,19.5,20.0,4.0
padel-garden-budapest,Padel Garden Budapest,2026-09-05,Saturday,3,True,65.4,65.4,16.7,40.5,14.0,40.5,14.0,15.0,12.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-05,Saturday,4,True,25.0,25.0,0.0,60.0,45.0,60.0,45.0,20.0,20.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-05,Saturday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-05,Saturday,4,True,24.1,24.1,7.5,58.0,44.0,58.0,44.0,20.0,18.5
grand-slam-padel,Grand Slam Padel,2026-09-05,Saturday,3,True,16.7,16.7,0.0,42.0,35.0,42.0,35.0,15.0,15.0
duna-padel,DUNA PADEL,2026-09-05,Saturday,4,True,14.8,14.8,0.0,64.0,54.5,64.0,54.5,20.0,20.0
future-padel-fot,Future Padel Fót,2026-09-05,Saturday,1,True,12.5,12.5,0.0,16.0,14.0,16.0,14.0,5.0,5.0
budapest-padel,Budapest Padel,2026-09-05,Saturday,8,True,8.3,8.3,7.5,120.0,110.0,120.0,110.0,40.0,37.0
padel-king-savoya,Padel King Savoya,2026-09-05,Saturday,6,True,7.8,7.8,0.0,96.0,88.5,96.0,88.5,30.0,30.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-05,Saturday,4,True,6.6,7.8,0.0,76.0,71.0,64.0,59.0,20.0,20.0
buda-padel,BUDAPADEL,2026-09-05,Saturday,4,True,4.7,7.0,5.0,96.0,91.5,64.0,59.5,20.0,19.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-05,Saturday,4,True,6.2,6.2,0.0,56.0,52.5,56.0,52.5,20.0,20.0
zenith-padel-club,Zenith Padel Club,2026-09-05,Saturday,3,True,4.9,5.2,0.0,51.0,48.5,48.0,45.5,15.0,15.0
new-padel-club,New Padel Club,2026-09-05,Saturday,2,True,2.1,3.1,0.0,47.0,46.0,32.0,31.0,10.0,10.0
top-padel-club-budapest,Top Padel Club ,2026-09-05,Saturday,7,False,,,,98.0,0.0,98.0,0.0,35.0,0.0
musketas-padel,Musketas Padel ,2026-09-05,Saturday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
grand-slam-padel,Grand Slam Padel,2026-09-06,Sunday,3,True,41.0,41.0,45.8,39.0,23.0,39.0,23.0,12.0,6.5
padel-garden-budapest,Padel Garden Budapest,2026-09-06,Sunday,3,True,34.6,34.6,10.0,40.5,26.5,40.5,26.5,15.0,13.5
buda-padel,BUDAPADEL,2026-09-06,Sunday,4,True,21.9,32.8,15.0,96.0,75.0,64.0,43.0,20.0,17.0
premier-padel-park,Premier Padel Park,2026-09-06,Sunday,4,True,26.6,26.6,7.5,64.0,47.0,64.0,47.0,20.0,18.5
panorama-padel-budapest,Panorama Padel Budapest,2026-09-06,Sunday,1,True,29.4,25.0,40.0,17.0,12.0,16.0,12.0,5.0,3.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-06,Sunday,4,True,21.6,21.6,30.0,58.0,45.5,58.0,45.5,20.0,14.0
zenith-padel-club,Zenith Padel Club,2026-09-06,Sunday,3,True,16.7,17.7,20.0,51.0,42.5,48.0,39.5,15.0,12.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-06,Sunday,4,True,15.2,15.2,10.0,56.0,47.5,56.0,47.5,20.0,18.0
future-padel-fot,Future Padel Fót,2026-09-06,Sunday,1,True,12.5,12.5,0.0,16.0,14.0,16.0,14.0,5.0,5.0
duna-padel,DUNA PADEL,2026-09-06,Sunday,4,True,10.2,10.2,0.0,64.0,57.5,64.0,57.5,20.0,20.0
budapest-padel,Budapest Padel,2026-09-06,Sunday,8,True,5.8,5.8,12.5,120.0,113.0,120.0,113.0,40.0,35.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-06,Sunday,4,True,4.6,5.5,10.0,76.0,72.5,64.0,60.5,20.0,18.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-06,Sunday,4,True,4.2,4.2,0.0,60.0,57.5,60.0,57.5,20.0,20.0
padel-king-savoya,Padel King Savoya,2026-09-06,Sunday,6,True,1.6,1.6,0.0,96.0,94.5,96.0,94.5,30.0,30.0
top-padel-club-budapest,Top Padel Club ,2026-09-06,Sunday,7,False,,,,98.0,0.0,98.0,0.0,35.0,0.0
musketas-padel,Musketas Padel ,2026-09-06,Sunday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
new-padel-club,New Padel Club,2026-09-06,Sunday,2,True,0.0,0.0,0.0,47.0,47.0,32.0,32.0,10.0,10.0
premier-padel-park,Premier Padel Park,2026-09-07,Monday,4,True,62.5,62.5,95.0,64.0,24.0,64.0,24.0,20.0,1.0
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-07,Monday,4,True,39.2,39.2,85.0,60.0,36.5,60.0,36.5,20.0,3.0
buda-padel,BUDAPADEL,2026-09-07,Monday,4,True,22.9,34.4,35.0,96.0,74.0,64.0,42.0,20.0,13.0
padel-garden-budapest,Padel Garden Budapest,2026-09-07,Monday,3,True,28.4,28.4,60.0,40.5,29.0,40.5,29.0,15.0,6.0
budapest-padel,Budapest Padel,2026-09-07,Monday,8,True,27.5,27.5,65.0,120.0,87.0,120.0,87.0,40.0,14.0
new-padel-club,New Padel Club,2026-09-07,Monday,2,True,14.9,21.9,30.0,47.0,40.0,32.0,25.0,10.0,7.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-07,Monday,4,True,20.5,20.5,37.5,56.0,44.5,56.0,44.5,20.0,12.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-07,Monday,4,True,19.2,19.2,30.0,60.0,48.5,60.0,48.5,20.0,14.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-07,Monday,4,True,9.2,10.9,25.0,76.0,69.0,64.0,57.0,20.0,15.0
grand-slam-padel,Grand Slam Padel,2026-09-07,Monday,3,True,9.5,9.5,26.7,42.0,38.0,42.0,38.0,15.0,11.0
zenith-padel-club,Zenith Padel Club,2026-09-07,Monday,3,True,6.9,7.3,10.0,51.0,47.5,48.0,44.5,15.0,13.5
future-padel-fot,Future Padel Fót,2026-09-07,Monday,1,True,6.2,6.2,0.0,16.0,15.0,16.0,15.0,5.0,5.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-07,Monday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
padel-king-savoya,Padel King Savoya,2026-09-07,Monday,6,True,5.7,5.7,0.0,96.0,90.5,96.0,90.5,30.0,30.0
duna-padel,DUNA PADEL,2026-09-07,Monday,4,True,4.7,4.7,7.5,64.0,61.0,64.0,61.0,20.0,18.5
top-padel-club-budapest,Top Padel Club ,2026-09-07,Monday,7,False,,,,112.0,0.0,112.0,0.0,35.0,0.0
musketas-padel,Musketas Padel ,2026-09-07,Monday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
