slug,name,date,weekday,courts,data_ok,occ_open_pct,occ_core_pct,occ_prime_pct,open_court_hours,free_court_hours_open,core_court_hours,free_court_hours_core,prime_court_hours,free_court_hours_prime
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-21,Monday,4,True,100.0,100.0,100.0,18.0,0.0,18.0,0.0,18.0,0.0
premier-padel-park,Premier Padel Park,2026-09-21,Monday,4,True,95.5,95.5,100.0,22.0,1.0,22.0,1.0,18.0,0.0
buda-padel,BUDAPADEL,2026-09-21,Monday,4,True,75.0,88.6,97.2,26.0,6.5,22.0,2.5,18.0,0.5
top-padel-club-budapest,Top Padel Club ,2026-09-21,Monday,7,True,88.3,88.3,95.2,38.5,4.5,38.5,4.5,31.5,1.5
zenith-padel-club,Zenith Padel Club,2026-09-21,Monday,3,True,87.9,87.9,92.6,16.5,2.0,16.5,2.0,13.5,1.0
padel-garden-budapest,Padel Garden Budapest,2026-09-21,Monday,3,True,86.7,86.7,85.2,15.0,2.0,15.0,2.0,13.5,2.0
future-padel-fot,Future Padel Fót,2026-09-21,Monday,1,True,81.8,81.8,77.8,5.5,1.0,5.5,1.0,4.5,1.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-21,Monday,4,True,72.2,72.2,72.2,18.0,5.0,18.0,5.0,18.0,5.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-21,Monday,4,True,59.6,70.5,75.0,26.0,10.5,22.0,6.5,18.0,4.5
budapest-padel,Budapest Padel,2026-09-21,Monday,8,True,68.2,68.2,80.6,44.0,14.0,44.0,14.0,36.0,7.0
padel-king-savoya,Padel King Savoya,2026-09-21,Monday,6,True,62.1,62.1,75.9,33.0,12.5,33.0,12.5,27.0,6.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-21,Monday,4,True,61.1,61.1,61.1,18.0,7.0,18.0,7.0,18.0,7.0
new-padel-club,New Padel Club,2026-09-21,Monday,2,True,54.2,59.1,72.2,12.0,5.5,11.0,4.5,9.0,2.5
grand-slam-padel,Grand Slam Padel,2026-09-21,Monday,3,True,55.6,55.6,55.6,13.5,6.0,13.5,6.0,13.5,6.0
duna-padel,DUNA PADEL,2026-09-21,Monday,4,True,45.5,45.5,50.0,22.0,12.0,22.0,12.0,18.0,9.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-21,Monday,1,True,18.2,18.2,0.0,5.5,4.5,5.5,4.5,4.5,4.5
padel-bros-budapest,Padel Bros Budapest,2026-09-21,Monday,3,False,,,,19.5,0.0,16.5,0.0,13.5,0.0
musketas-padel,Musketas Padel ,2026-09-21,Monday,2,False,,,,13.0,0.0,11.0,0.0,9.0,0.0
premier-padel-park,Premier Padel Park,2026-09-22,Tuesday,4,True,77.3,77.3,97.5,64.0,14.5,64.0,14.5,20.0,0.5
top-padel-club-budapest,Top Padel Club ,2026-09-22,Tuesday,7,True,50.9,50.9,67.1,112.0,55.0,112.0,55.0,35.0,11.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-22,Tuesday,4,True,47.5,47.5,92.5,60.0,31.5,60.0,31.5,20.0,1.5
flow-padel-ujpest,Flow Padel Újpest,2026-09-22,Tuesday,4,True,41.7,41.7,52.5,60.0,35.0,60.0,35.0,20.0,9.5
buda-padel,BUDAPADEL,2026-09-22,Tuesday,4,True,27.6,41.4,97.5,96.0,69.5,64.0,37.5,20.0,0.5
padel-king-savoya,Padel King Savoya,2026-09-22,Tuesday,6,True,40.1,40.1,66.7,96.0,57.5,96.0,57.5,30.0,10.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-22,Tuesday,4,True,32.9,39.1,70.0,76.0,51.0,64.0,39.0,20.0,6.0
grand-slam-padel,Grand Slam Padel,2026-09-22,Tuesday,3,True,35.7,35.7,63.3,42.0,27.0,42.0,27.0,15.0,5.5
padel-garden-budapest,Padel Garden Budapest,2026-09-22,Tuesday,3,True,34.6,34.6,86.7,40.5,26.5,40.5,26.5,15.0,2.0
budapest-padel,Budapest Padel,2026-09-22,Tuesday,8,True,32.1,32.1,72.5,120.0,81.5,120.0,81.5,40.0,11.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-22,Tuesday,4,True,32.1,32.1,57.5,56.0,38.0,56.0,38.0,20.0,8.5
duna-padel,DUNA PADEL,2026-09-22,Tuesday,4,True,28.1,28.1,67.5,64.0,46.0,64.0,46.0,20.0,6.5
new-padel-club,New Padel Club,2026-09-22,Tuesday,2,True,17.0,25.0,45.0,47.0,39.0,32.0,24.0,10.0,5.5
future-padel-fot,Future Padel Fót,2026-09-22,Tuesday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
zenith-padel-club,Zenith Padel Club,2026-09-22,Tuesday,3,True,11.8,12.5,33.3,51.0,45.0,48.0,42.0,15.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-22,Tuesday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-22,Tuesday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-22,Tuesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-23,Wednesday,4,True,64.1,64.1,95.0,64.0,23.0,64.0,23.0,20.0,1.0
zenith-padel-club,Zenith Padel Club,2026-09-23,Wednesday,3,True,44.1,46.9,63.3,51.0,28.5,48.0,25.5,15.0,5.5
padel-garden-budapest,Padel Garden Budapest,2026-09-23,Wednesday,3,True,45.7,45.7,70.0,40.5,22.0,40.5,22.0,15.0,4.5
top-padel-club-budapest,Top Padel Club ,2026-09-23,Wednesday,7,True,44.2,44.2,75.7,112.0,62.5,112.0,62.5,35.0,8.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-23,Wednesday,4,True,44.2,44.2,95.0,60.0,33.5,60.0,33.5,20.0,1.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-23,Wednesday,4,True,42.0,42.0,55.0,56.0,32.5,56.0,32.5,20.0,9.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-23,Wednesday,4,True,40.8,40.8,65.0,60.0,35.5,60.0,35.5,20.0,7.0
budapest-padel,Budapest Padel,2026-09-23,Wednesday,8,True,40.4,40.4,82.5,120.0,71.5,120.0,71.5,40.0,7.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-23,Wednesday,4,True,26.3,31.2,65.0,76.0,56.0,64.0,44.0,20.0,7.0
buda-padel,BUDAPADEL,2026-09-23,Wednesday,4,True,18.2,27.3,70.0,96.0,78.5,64.0,46.5,20.0,6.0
duna-padel,DUNA PADEL,2026-09-23,Wednesday,4,True,26.6,26.6,70.0,64.0,47.0,64.0,47.0,20.0,6.0
future-padel-fot,Future Padel Fót,2026-09-23,Wednesday,1,True,18.8,18.8,40.0,16.0,13.0,16.0,13.0,5.0,3.0
grand-slam-padel,Grand Slam Padel,2026-09-23,Wednesday,3,True,17.9,17.9,33.3,42.0,34.5,42.0,34.5,15.0,10.0
padel-king-savoya,Padel King Savoya,2026-09-23,Wednesday,6,True,16.1,16.1,31.7,96.0,80.5,96.0,80.5,30.0,20.5
new-padel-club,New Padel Club,2026-09-23,Wednesday,2,True,4.3,6.2,0.0,47.0,45.0,32.0,30.0,10.0,10.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-23,Wednesday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-23,Wednesday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-23,Wednesday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-24,Thursday,4,True,76.6,76.6,97.5,64.0,15.0,64.0,15.0,20.0,0.5
new-padel-club,New Padel Club,2026-09-24,Thursday,2,True,28.7,42.2,55.0,47.0,33.5,32.0,18.5,10.0,4.5
top-padel-club-budapest,Top Padel Club ,2026-09-24,Thursday,7,True,37.5,37.5,50.0,112.0,70.0,112.0,70.0,35.0,17.5
future-padel-fot,Future Padel Fót,2026-09-24,Thursday,1,True,37.5,37.5,40.0,16.0,10.0,16.0,10.0,5.0,3.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-24,Thursday,4,True,35.0,35.0,30.0,60.0,39.0,60.0,39.0,20.0,14.0
padel-king-savoya,Padel King Savoya,2026-09-24,Thursday,6,True,34.4,34.4,63.3,96.0,63.0,96.0,63.0,30.0,11.0
buda-padel,BUDAPADEL,2026-09-24,Thursday,4,True,21.4,32.0,80.0,96.0,75.5,64.0,43.5,20.0,4.0
premier-padel-nagyret,Premier Padel Nagyret,2026-09-24,Thursday,4,True,31.2,31.2,42.5,56.0,38.5,56.0,38.5,20.0,11.5
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-24,Thursday,4,True,25.0,28.1,52.5,76.0,57.0,64.0,46.0,20.0,9.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-24,Thursday,4,True,25.0,25.0,65.0,60.0,45.0,60.0,45.0,20.0,7.0
budapest-padel,Budapest Padel,2026-09-24,Thursday,8,True,24.6,24.6,53.8,120.0,90.5,120.0,90.5,40.0,18.5
duna-padel,DUNA PADEL,2026-09-24,Thursday,4,True,23.4,23.4,60.0,64.0,49.0,64.0,49.0,20.0,8.0
padel-garden-budapest,Padel Garden Budapest,2026-09-24,Thursday,3,True,22.2,22.2,60.0,40.5,31.5,40.5,31.5,15.0,6.0
grand-slam-padel,Grand Slam Padel,2026-09-24,Thursday,3,True,20.2,20.2,46.7,42.0,33.5,42.0,33.5,15.0,8.0
zenith-padel-club,Zenith Padel Club,2026-09-24,Thursday,3,True,7.8,8.3,26.7,51.0,47.0,48.0,44.0,15.0,11.0
panorama-padel-budapest,Panorama Padel Budapest,2026-09-24,Thursday,1,True,11.8,6.2,0.0,17.0,15.0,16.0,15.0,5.0,5.0
padel-bros-budapest,Padel Bros Budapest,2026-09-24,Thursday,3,False,,,,72.0,0.0,48.0,0.0,15.0,0.0
musketas-padel,Musketas Padel ,2026-09-24,Thursday,2,False,,,,48.0,0.0,32.0,0.0,10.0,0.0
premier-padel-park,Premier Padel Park,2026-09-25,Friday,4,True,57.8,57.8,55.0,64.0,27.0,64.0,27.0,20.0,9.0
top-padel-club-budapest,Top Padel Club ,2026-09-25,Friday,7,True,54.9,54.9,100.0,112.0,50.5,112.0,50.5,35.0,0.0
future-padel-fot,Future Padel Fót,2026-09-25,Friday,1,True,34.4,34.4,60.0,16.0,10.5,16.0,10.5,5.0,2.0
flow-padel-ujpest,Flow Padel Újpest,2026-09-25,Friday,4,True,31.7,31.7,62.5,60.0,41.0,60.0,41.0,20.0,7.5
duna-padel,DUNA PADEL,2026-09-25,Friday,4,True,26.6,26.6,42.5,64.0,47.0,64.0,47.0,20.0,11.5
padel-garden-budapest,Padel Garden Budapest,2026-09-25,Friday,3,True,22.2,22.2,16.7,40.5,31.5,40.5,31.5,15.0,12.5
premier-padel-nagyret,Premier Padel Nagyret,2026-09-25,Friday,4,True,21.4,21.4,10.0,56.0,44.0,56.0,44.0,20.0,18.0
zenith-padel-club,Zenith Padel Club,2026-09-25,Friday,3,True,18.6,19.8,40.0,51.0,41.5,48.0,38.5,15.0,9.0
budapest-padel,Budapest Padel,2026-09-25,Friday,8,True,17.1,17.1,25.0,120.0,99.5,120.0,99.5,40.0,30.0
zenith-padel-obuda,Zenith Padel Óbuda ÚJ!,2026-09-25,Friday,4,True,13.2,15.6,17.5,76.0,66.0,64.0,54.0,20.0,16.5
bvsc-padel-clubfirst-club-in-pest,BVSC Padel club|First club in Pest!,2026-09-25,Friday,4,True,14.2,14.2,37.5,60.0,51.5,60.0,51.5,20.0,12.5
padel-king-savoya,Padel King Savoya,2026-09-25,Friday,6,True,10.4,10.4,0.0,96.0,86.0,96.0,86.0,30.0,30.0
buda-padel,BUDAPADEL,2026-09-25,Friday,4,True,6.2,9.4,2.5,96.0,90.0,64.0,58.0,20.0,19.5
